,news,source,label
10,ಪ್ರತಿಭಟನೆಯಲ್ಲಿ ಗುಂಡು ಹಾರಿಸಿದ ಮುಸ್ಲಿಮರು ಎಂದು ಹಳೆಯ ವಿಡಿಯೋ ಹಂಚಿಕೊಂಡ ಬಲಪಂಥೀಯ ಬೆಂಬಲಿಗರು,factly,0
11,ಮುಸ್ಲಿಮರು ರಾಸಾಯನಿಕ ಬಳಸಿ ಆಹಾರವನ್ನು ಮಾರಾಟ ಮಾಡಿ ಎಂದು ದಾರುಲ್-ಉಲೂಮ್ ದಿಯೋಬಂದ್ ‘ಫತ್ವಾ’ ಹೊರಡಿಸಿಲ್ಲ,factly,0
12,“ಹೇಗಿದೆ ಜೋಶ್?” ಎಂಬ ನೂಪುರ್ ಶರ್ಮಾರವರ ಹಳೆಯ ವಿಡಿಯೋವನ್ನು ಇತ್ತೀಚಿನದ್ದು ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
13,ನೂಪುರ್ ಶರ್ಮಾ ಹೇಳಿಕೆಯನ್ನು 34 ರಾಷ್ಟ್ರಗಳು ಬೆಂಬಲಿಸಿವೆ ಎಂಬುದು ಸುಳ್ಳು,factly,0
14,ಹಳೆಯ ಸಂಬಂಧವಿಲ್ಲದ ವೀಡಿಯೊವನ್ನು ನೂಪುರ್ ಶರ್ಮಾರನ್ನು ಬೆಂಬಲಿಸಿ ನಾಗಾ ಸಾಧುಗಳ ರ್ಯಾಲಿ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
15,ಗಲ್ಫ್ ಕಂಪನಿಗಳು ಭಾರತೀಯ ಕಾರ್ಮಿಕರನ್ನು ವಾಪಸ್ ಕಳುಹಿಸುತ್ತಿದ್ದಾರೆ ಎಂಬುದು ಸುಳ್ಳು,factly,0
16,ರಾಜಸ್ಥಾನ ಮುಖ್ಯಮಂತ್ರಿ ಅಶೋಕ್ ಗೆಹ್ಲೋಟ್ ಹೇಳಿಕೆಯ ವಿಡಿಯೊವನ್ನು ಎಡಿಟ್ ಮಾಡಲಾಗಿದೆ,factly,0
17,ಹಿಜಾಬ್ ಧರಿಸಿದ ಮೊದಲ ನ್ಯಾಯಾಧೀಶೆ ರಫಿಯಾ ಅರ್ಷದ್ ಬ್ರಿಟನ್‌ನವರು ಹೊರತು ಅಮೆರಿಕದವರಲ್ಲ,factly,0
18,ಅಳುತ್ತಿರುವ ಮಹಿಳೆ ಯಾಸಿನ್ ಮಲಿಕ್ ಪತ್ನಿ ಅಲ್ಲ,factly,0
19,RSSನ ಮೋಹನ್ ಭಾಗವತ್‌ರನ್ನು ಓವೈಸಿ ಭೇಟಿ ಆಗಿದ್ದಾರೆ ಎಂಬುದು ಎಡಿಟ್ ಮಾಡಲಾದ  ಫೋಟೋ,factly,0
20,ರಾಮಮಂದಿರದ  ಅಧಿಕೃತ 3D ದೃಶ್ಯಾವಳಿಗಳು ಎಂದು ಬೇರೆ ವಿಡಿಯೋಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
21,ಬೆಂಕಿ ಜ್ವಾಲೆಯಲ್ಲಿ ಸಿಲುಕಿದ್ದವರನ್ನು ರಕ್ಷಿಸಿದ್ದ ಸಂರಕ್ಷಕ ದಯಾನಂದ ತಿವಾರಿ ಅವರನ್ನು ಮಾಧ್ಯಮಗಳು ನಿರ್ಲಕ್ಷಿಸಿವೆ ಎಂಬುದು ಸುಳ್ಳು,factly,0
22,ಶ್ರೀಕಾಕುಳಂ ತೀರದಲ್ಲಿ ಕಂಡುಬಂದಿರುವ ರಥವು ಚಿನ್ನದ ಬಣ್ಣದ್ದಾಗಿದೆ ಆದರೆ ಚಿನ್ನದಿಂದ ಮಾಡಲಾಗಿಲ್ಲ,factly,0
23,ಕಾಶಿಯಲ್ಲಿ ಇತ್ತೀಚಿನ ಆಚರಣೆಗಳು ಎಂದು ಸಂಬಂಧವಿಲ್ಲದ ಹಳೆಯ ವೀಡಿಯೊವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
24,ಜ್ಞಾನವಾಪಿ ಮಸೀದಿಯಲ್ಲಿ ಕಂಡುಬರುವ ‘ಶಿವಲಿಂಗ’ದ ದೃಶ್ಯಗಳೆಂದು ಸಂಬಂಧವಿಲ್ಲದ ಚಿತ್ರಗಳನ್ನು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
25,ರಷ್ಯಾದ ಬೀದಿಗಳಲ್ಲಿ ಮುಸ್ಲಿಮರು ನಮಾಜ್ ಸಲ್ಲಿಸುತ್ತಿರುವ ದೃಶ್ಯಗಳನ್ನು ಫ್ರಾನ್ಸ್ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
26,ಸೆಂಟ್ರಲ್ ಬ್ಯಾಂಕ್ ಆಫ್ ಇಂಡಿಯಾ ತನ್ನ 600 ಶಾಖೆಗಳನ್ನು ಮಾರ್ಚ್ 2023 ರ ಅಂತ್ಯದ ವೇಳೆಗೆ ಮುಚ್ಚುವುದಾಗಿ ಘೋಷಿಸಿಲ್ಲ,factly,0
27,ಪ್ರಧಾನಿ ಮೋದಿ ಕುಡಿದಿದ್ದಾರೆ ಎಂದು ತಪ್ಪಾಗಿ ಬಿಂಬಿಸಲಾಗಿದೆ,factly,0
28,ಪಶ್ಚಿಮ ಬಂಗಾಳದ ಹಳೆಯ ವೀಡಿಯೊವನ್ನು ಮುಂಬೈನ ರಸ್ತೆಯೊಂದರಲ್ಲಿ ಜನರು ಆಜಾನ್ ಪಠಿಸುವ ಇತ್ತೀಚಿನ ವೀಡಿಯೊ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
29,ಆಂಧ್ರ ಪ್ರದೇಶದ ವೈಎಸ್ ಜಗನ್ ಮೋಹನ್ ರೆಡ್ಡಿ ಅವರ ಸರ್ಕಾರದ ವಿರುದ್ದ ತಿರುಮಲ ದೇವಸ್ಥಾನದ ಪ್ರಧಾನ ಅರ್ಚಕ ಆರೋಪ ಮಾಡಿದ್ದಾರೆ ಎಂಬುದು ಸುಳ್ಳು,factly,0
30,ವ್ಯಕ್ತಿಯೊಬ್ಬ ಹೊಂಡಕ್ಕೆ ಬಿದ್ದು ಸಂಪೂರ್ಣವಾಗಿ ಮುಳುಗಿ ಹೋದಂತೆ ಕಾಣುವುದು ಎಡಿಟ್ ಮಾಡಿರುವ ವಿಡಿಯೋ,factly,0
31,ಕರ್ನಾಟಕದ ಮಂಗಳೂರಿನ ಜೀನತ್ ಬಕ್ಷ್ ಮಸೀದಿಯನ್ನು ಹಿಂದೂ ದೇವಾಲಯದ ಮೇಲೆ ನಿರ್ಮಿಸಲಾಗಿಲ್ಲ,factly,0
32,ಮಿರ್ಜಾಪುರದಲ್ಲಿ ಎರಡು ಮುಸ್ಲಿಂ ಕುಟುಂಬಗಳ ನಡುವಿನ ವಿವಾದವನ್ನು ಕೋಮು ವೈಷಮ್ಯದ ನಿರೂಪಣೆಯೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
33,ಭಗವಂತ್ ಮಾನ್‌ರವರ ಹಳೆಯ ಫೋಟೋವನ್ನು ಬೈಕ್ ಕದ್ದಿದ್ದರು ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
34,ಜಮ್ಮು ಕಾಶ್ಮೀರದ ಪತ್ರಕರ್ತ ಸೋಪೋರ್‌ನ ಸಿಆರ್‌ಪಿಎಫ್ ಶಿಬಿರದ ಮೇಲೆ ಬಾಂಬ್ ಎಸೆದಿಲ್ಲ. ಆಕೃತ್ಯ ಎಸಗಿಸವರು ಬುರ್ಖಾಧಾರಿ ಮಹಿಳೆ ಹಸೀನಾ ಅಖ್ತರ್,factly,0
35,ಆಮ್ ಆದ್ಮಿ ಪಕ್ಷದ ರಾಜ್ಯಸಭಾ ಸಂಸದ ರಾಘವ್ ಚಡ್ಡಾ ಅವರ ಮೂಲ ಫೋಟೋವನ್ನು ಎಡಿಟ್ ಮಾಡಲಾಗಿದೆ,factly,0
36,ಭದ್ರತಾ ಕಾರಣಕ್ಕೆ 2017 ರಲ್ಲಿಯೇ ರಾಷ್ಟ್ರಪತಿಗಳ ಮಗಳನ್ನು ಏರ್ ಇಂಡಿಯಾ ಫ್ಲೈಟ್ ಅಟೆಂಡೆಂಟ್ ಹುದ್ದೆಯಿಂದ ಕಚೇರಿಯ ಆಂತರಿಕ ವ್ಯವಹಾರಗಳ ವಿಭಾಗಕ್ಕೆ ನಿಯೋಜಿಸಲಾಗಿದೆ,factly,0
37,ಪಾಕಿಸ್ತಾನದಲ್ಲಿ ಹಿಂದೂ ದೇವಾಲಯ ಧ್ವಂಸಗೊಳಿಸುವ ವಿಡಿಯೊವನ್ನು ಬಾಂಗ್ಲಾದೇಶದ್ದು ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೆ,factly,0
38,ನಾಸಿಕ್‌ನ ಥಿಯೇಟರ್‌ನಲ್ಲಿ ‘ದಿ ಕಾಶ್ಮೀರ್ ಫೈಲ್ಸ್’ ಚಿತ್ರದ ಪ್ರದರ್ಶನದ ವೇಳೆ ನಡೆದ ಘಟನೆಯನ್ನು ಸುಳ್ಳು ಕೋಮು ನಿರೂಪಣೆಯೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
39,‘ಕುಶ್ವಂತ್ ಸಿಂಗ್ ಅವರ ಜೋಕ್ ಬುಕ್ 9’ ನ ಕಾಲ್ಪನಿಕ ಕಥೆಯನ್ನು ವಿಶ್ವಸಂಸ್ಥೆಯಲ್ಲಿ ವಾಜಪೇಯಿಯವರ ಭಾಷಣವೆಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
40,ಉತ್ತರ ಪ್ರದೇಶದಲ್ಲಿ ಪಾಕಿಸ್ತಾನ್ ಜಿಂದಾಬಾದ್ ಎಂದು ಘೋಷಣೆ ಕೂಗಿದ್ದಾರೆ ಎಂಬುದು ಸುಳ್ಳು,factly,0
41,ನರೇಂದ್ರ ಮೋದಿ ನೇತೃತ್ವದ ಸರ್ಕಾರ ಅಧಿಕಾರಕ್ಕೆ ಬಂದ ನಂತರ ಕಾಶ್ಮೀರ ಸುರಕ್ಷಿತವಾಗಿದೆ ಎಂಬುದಕ್ಕೆ ಆಧಾರಗಳಿಲ್ಲ,factly,0
42,ಯೋಗಿ ಆದಿತ್ಯನಾಥ್ ತನ್ನ ಹಣೆಗೆ ಇಟ್ಟುಕೊಂಡ ತಿಲಕ ಹೋಲಿಕಾ ದಹನದ್ದು ಹೊರತು ಹುತಾತ್ಮ ಸೈನಿಕನ ಚಿತಾಭಸ್ಮವಲ್ಲ,factly,0
43,ಭಾರತ ಸರ್ಕಾರವು ಧರ್ಮದ ಆಧಾರದ ಮೇಲೆ ಅಪರಾಧಿಗಳ ಅಂಕಿಅಂಶಗಳು ಮತ್ತು ತೆರಿಗೆ-ಸಂಬಂಧಿತ ಡೇಟಾವನ್ನು ಬಿಡುಗಡೆ ಮಾಡುವುದಿಲ್ಲ,factly,0
44,ಕಾಶ್ಮೀರಿ ಪಂಡಿತರಿಗೆ ಸಿನಿಮಾ ನಿರ್ದೇಶಕ ವಿವೇಕ್ ಅಗ್ನಿಹೋತ್ರಿ ಮನೆ ನಿರ್ಮಿಸಿಕೊಡುತ್ತಾರೆ ಎಂಬುದು ಸುಳ್ಳು,factly,0
45,ದಿ ಕಾಶ್ಮೀರ್ ಫೈಲ್ಸ್ ಸಿನಿಮಾ ನೋಡುವಾಗ ಯುಪಿ ಸಿಎಂ ಯೋಗಿ ಆದಿತ್ಯನಾಥ್ ಕಣ್ಣೀರು ಹಾಕಿದರು ಎಂದು ಹಳೆಯ ವಿಡಿಯೋ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
46,2022ರ ಯುಪಿ ಚುನಾವಣೆಯಲ್ಲಿ ಮತಗಟ್ಟೆ ಏಜೆಂಟ್ ಮತದಾನವನ್ನು ತಿರುಚುತ್ತಿರುವ ಇತ್ತೀಚಿನ ದೃಶ್ಯಗಳೆಂದು 2019 ರ ವೀಡಿಯೋವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
47,ಕುತುಬ್ ಮಿನಾರ್ ಅನ್ನು ಜನೌಷಧಿ ದಿನದ ಗೌರವಾರ್ಥವಾಗಿ ಅಲಂಕರಿಸಲಾಯಿತೆ ಹೊರತು ರಷ್ಯಾದ ಬೆಂಬಲಕ್ಕಾಗಿ ಅಲ್ಲ,factly,0
48,ಪಾಕಿಸ್ತಾನದ ಸಂಸತ್‌ ನಲ್ಲಿ ಮೋದಿ ಜಿಂದಾಬಾದ್‌ ಎಂದು ಘೋಷಣೆ ಕೂಗಿಲ್ಲ,factly,0
49,ಮಾಜಿ ಮಿಸ್ ಉಕ್ರೇನ್ ಅನಸ್ತಾಸಿಯಾ ಲೆನ್ನಾ ರಷ್ಯಾದ ಸೈನ್ಯದ ವಿರುದ್ಧ ಹೋರಾಡಲು ಉಕ್ರೇನ್ ಸೈನ್ಯಕ್ಕೆ ಸೇರಲಿಲ್ಲ,factly,0
50,ಉಕ್ರೇನ್‌ನಿಂದ ಭಾರತೀಯರನ್ನು ಸ್ಥಳಾಂತರಿಸುವಾಗ ರಷ್ಯಾ ಅಧ್ಯಕ್ಷ ವ್ಲಾಡಿಮಿರ್ ಪುಟಿನ್ ವಿಮಾನದೊಳಗೆ ಪ್ರವೇಶಿಸಿದ್ದಾರೆ ಎಂಬುದು ಸುಳ್ಳು,factly,0
51,"ವಿಡಿಯೋ ಗೇಮ್ ಪಾತ್ರದ ವೀಡಿಯೊವನ್ನು, ಚೀನಾ ನಿರ್ಮಿಸಿದ ಮೊದಲ ಪ್ಲಾಸ್ಟಿಕ್ ಹೆಣ್ಣು ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ",factly,0
52,ಪುಟಿನ್ ಗಿಲ್ಗಿಟ್-ಬಾಲ್ಟಿಸ್ತಾನ್ ಮತ್ತು ಪಾಕಿಸ್ತಾನದ ಹಣದ ಮನವಿ ವಿಷಯಗಳ ಬಗ್ಗೆ ಮಾತನಾಡಿಲ್ಲ,factly,0
53,ಹವಾಮಾನ ಬದಲಾವಣೆ ಪ್ರತಿಭಟನೆಯ  ಅಣುಕು ವೀಡಿಯೊವನ್ನು ಉಕ್ರೇನಿಯನ್ ನಾಗರಿಕರ ನಕಲಿ ಮೃತದೇಹಗಳೆಂದು ಪಾಶ್ಚಿಮಾತ್ಯ ಮಾಧ್ಯಮಗಳು ತೋರಿಸಿವೆ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
54,‘ಉಕ್ರೇನ್‌ನ ಸಿಕ್ಕಿಕೊಂಡ ವಿದ್ಯಾರ್ಥಿನಿ ಎಂದು ಸುಳ್ಳು ಹೇಳಿದ ವೈಶಾಲಿ ಯಾದವ್‌ರನ್ನು  ಬಂಧಿಸಿದ್ದಾರೆ’ಎಂಬ ವರದಿ ಸುಳ್ಳು,factly,0
55,"ವಿಡಿಯೋದಲ್ಲಿ ಬೆಂಕಿ ಹಚ್ಚಿಕೊಂಡ ವ್ಯಕ್ತಿ ಮಂಗೋಲಿಯನ್ ಕಲ್ಲಿದ್ದಲು ಗಣಿ ಒಕ್ಕೂಟದ ಹೋರಾಟಗಾರರೆ ಹೊರತು, ಮಂಗೋಲಿಯನ್ ಮಂತ್ರಿ ಅಲ್ಲ",factly,0
56,ಹಳೆಯ ಸಂಬಂಧವಿಲ್ಲದ ವೀಡಿಯೊವನ್ನು ರಷ್ಯಾ ಉಕ್ರೇನ್ ವಿರುದ್ಧ ವೈಮಾನಿಕ ದಾಳಿ ನಡೆಸುತ್ತಿರುವ ಇತ್ತೀಚಿನ ದೃಶ್ಯಗಳಂತೆ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
57,"ಬ್ರೆಜಿಲ್‌ನ ಮೋಟಾರ್‌ಬೈಕ್ ಪರೇಡ್ ವೀಡಿಯೊವನ್ನು ಕ್ಯಾನ್ಸರ್ ಪೀಡಿತ ಜರ್ಮನ್ ಹುಡುಗನಿಗಾಗಿ 20,000 ಬೈಕರ್‌ಗಳು ಸವಾರಿ ಮಾಡುವ ದೃಶ್ಯಗಳೆಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ",factly,0
58,ಚಿತ್ರದುರ್ಗದ ಗಣೇಶ ವಿಸರ್ಜನೆ ಮೆರವಣಿಗೆಯ ಹಳೆಯ ವೀಡಿಯೊವನ್ನು ಹರ್ಷ ಹತ್ಯೆಯ ವಿರುದ್ದ ಹಿಂದೂ ಸಂಘಟನೆಗಳ ಪ್ರತಿಭಟನೆ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೆ,factly,0
59,ನಜ್ಮಾ ನಜೀರ್ ಅವರ ಫೋಟೋಗಳನ್ನು ವಿದ್ಯಾರ್ಥಿನಿ ಮುಸ್ಕಾನ್ ಖಾನ್ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೆ,factly,0
60,"ನವಜಾತ ಶಿಶು ಮತ್ತು ತಾಯಿಯ ದೃಶ್ಯಗಳನ್ನು ತಪ್ಪಾದ, ಹಳೆಯ ಕಥೆಯೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ",factly,0
61,ತಾಲಿಬಾನ್ ವಕ್ತಾರರಿಗೆ ಮುಸ್ಕಾನ್ ಖಾನ್ ಧನ್ಯವಾದ ಹೇಳುತ್ತಿರುವಂತೆ ನಕಲಿ ಅಕೌಂಟ್‍ನಿಂದ ಟ್ವೀಟ್ ಅನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
62,ರಾಜಸ್ಥಾನದ ಹಳೆಯ ಫೋಟೋವನ್ನು ಉತ್ತರ ಪ್ರದೇಶ ಚುನಾವಣಾ ಪ್ರಚಾರಕ್ಕೆ ಹೋದ ಬಿಜೆಪಿ ನಾಯಕನನ್ನು ಥಳಿಸುತ್ತಿರುವ ಜನರು ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
63,ಒಂದು ಕಾಲ್ಪನಿಕ ಕಥೆಯನ್ನು ಮಲಪ್ಪುರಂ ಜಿಲ್ಲಾಧಿಕಾರಿಯ ನಿಜ ಜೀವನದ ಘಟನೆಗಳು ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
64,ಅಸೆಂಬ್ಲಿ ಚುನಾವಣೆಗೂ ಮುನ್ನವೇ ಸ್ಮೃತಿ ಇರಾನಿ ಬೆಂಗಾವಲು ವಾಹನಕ್ಕೆ ತಡೆ ಎಂದು 2020ರ ವಿಡಿಯೋವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
65,ಕರ್ನಾಟಕ ಯೂತ್‌ ಕಾಂಗ್ರೆಸ್ ಕಚೇರಿ ಉದ್ಘಾಟನೆಯಲ್ಲಿ ಇಸ್ಲಾಂ ಧಾರ್ಮಿಕ ವಿಧಾನಗಳನ್ನು ಅನುಸರಿಸಿಲ್ಲ,factly,0
66,ರಾಹುಲ್ ಗಾಂಧಿ ಅವರು ಊಟಕ್ಕೂ ಮೊದಲು ಮಾಸ್ಕ್ ಹಾಕಿಕೊಂಡು ಮಾತನಾಡುತ್ತಿರುವ ಫೋಟೋವನ್ನು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
67,2011ರ ಬಿಹಾರದ ಸ್ತಬ್ಧಚಿತ್ರವನ್ನು ಯುಪಿಯಲ್ಲಿ ಅಖಿಲೇಶ್ ಯಾದವ್ ಸಿಎಂ ಆಗಿದ್ದಾಗಿನ ಸ್ತಬ್ಧಚಿತ್ರ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
68,ಬ್ರಿಟೀಷ್ ಮಹಿಳೆ ಹಾಡಿರುವ ಸಂಸ್ಕೃತ ಶ್ಲೋಕಗಳನ್ನು ಸ್ಪೇನ್‌ ರೇಡಿಯೋ ಚಾನೆಲ್‌ನಲ್ಲಿ ಹಾಡಲಾಗಿದೆ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
69,ಯುಗದ ಅವಧಿಯಲ್ಲಿ ಒಂದು ದಿನ ತಪ್ಪಿಹೋಗಿದೆ ಎಂಬ ವಾದಕ್ಕೆ ಯಾವುದೇ ವೈಜ್ಞಾನಿಕ ಆಧಾರವಿಲ್ಲ; ಬೈಬಲ್ ಹೇಳುವುದೆಲ್ಲ ಸತ್ಯ ಎಂದು ನಾಸಾ ಗುರುತಿಸುತ್ತದೆ ಎಂಬ ವಾದವೇ  ಸುಳ್ಳು,factly,0
70,ಕುಂಭಮೇಳದಲ್ಲಿ ಸಿದ್ಧ ಸಂತರು ಬೆಂಕಿಯಲ್ಲಿ ಮಲಗಿದರು ಸಹ ಸುಟ್ಟು ಹೋಗಲಿಲ್ಲ ಎಂದು  ಫೈರ್ ಯೋಗಿ ಸಾಕ್ಷ್ಯಚಿತ್ರದ ದೃಶ್ಯಗಳನ್ನು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
71,ಜಾಗೃತಿಗಾಗಿ ನಟಿಸಿದ ವೀಡಿಯೊವನ್ನು ರೋಹಿಂಗ್ಯಾ ಮುಸ್ಲಿಮರು ಹಿಂದೂ ಮಕ್ಕಳನ್ನು ಅಪಹರಿಸುವ ವಿಡಿಯೋ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳುತ್ತಿದ್ದಾರೆ,factly,0
72,ಒಣ ಶುಂಠಿ ಪುಡಿಯನ್ನು ಮೂಗಿಗೆ ಹಾಕುವುದರಿಂದ COVID-19 ಅನ್ನು ಗುಣಪಡಿಸಬಹುದು ಎಂಬುದಕ್ಕೆ ಯಾವುದೇ ವೈಜ್ಞಾನಿಕ ಆಧಾರಗಳಿಲ್ಲ,factly,0
73,ಇಂಡೋನೇಷ್ಯಾದಲ್ಲಿ ನಡದ ವಿಮಾನ ಅಪಘಾತ ಎಂದು ಗ್ರಾಫಿಕ್ಸ್ ವೀಡಿಯೊವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
74, ವಿಡಂಬನ ವೆಬ್‌ಸೈಟ್ ಬರೆದ ಸ್ಟೊರಿ ಅಷ್ಟೇ,factly,0
75,ಕುದುರೆ ಕೂದಲು ಹುಳುವಿನ ವೀಡಿಯೋವನ್ನು ಶಿವ ನಾಗ ಮರದ ಬೇರು ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
76,ನಿಮ್ಮ ಫೋನ್ ಅನ್ನು ಚಾರ್ಜ್ ಮಾಡುತ್ತಿರುವಾಗ ಮಾತನಾಡಿದರೆ ಸ್ಪೋಟಗೊಳ್ಳುತ್ತದೆ ಎಂಬುದು ನಿಜವಾಗಿ ನಡೆದ ಘಟನೆ ಅಲ್ಲ,factly,0
77,ಬಿಜೆಪಿ ಶಾಸಕ ರಾಜಾಸಿಂಗ್‌ರವರನ್ನು ಪೊಲೀಸರು ಬಂಧಿಸಿದ ಹಳೆಯ ವಿಡಿಯೋವನ್ನು ಇತ್ತೀಚಿಗಿನ ಪ್ರಕರಣ ಎಂದು ತಪ್ಪುದಾರಿಗೆಳೆಯುತ್ತಿದ್ದಾರೆ,factly,0
78,ಶಿವಲಿಂಗಕ್ಕೆ ಹಾಲು ಹಾಕುವುದನ್ನು ನಿಲ್ಲಿಸಬೇಕು ಎಂಬ ಅಮೀರ್ ಖಾನ್ ಹೇಳಿಕೆಗೆ ಪ್ರತಿಯಾಗಿ ಮುಸ್ಲಿಮರು ಗೋರಿಗಳ ಮೇಲೆ ಚಾದರ್ ಹಾಕುವುದನ್ನು ನಿಲ್ಲಿಸಬೇಕು ಎಂದು ಪಾಯಲ್ ರೋಹಟ್ಗಿ ಹೇಳಿಕೆ ನೀಡಿಲ್ಲ,factly,0
