Shanidev Puja: ಶನಿದೇವರ ಪೂಜೆ ವೇಳೆ ಯಾವ ತಪ್ಪುಗಳನ್ನು ಮಾಡಬಾರದು,,,
Amazon Great Freedom Sale 2022: ಅಮೆಜಾನ್​​ನಲ್ಲಿ ಆಫರ್​​ಗಳ ಹಬ್ಬ: ಈ ಸ್ಮಾರ್ಟ್ ಟಿವಿಗಳು ಕಡಿಮೆ ಬೆಲೆಗೆ ಲಭ್ಯ,,,
Ramachari Serial: ಎಲ್ಲರ ಬದುಕು ಸರಿ ಮಾಡೋ ರಾಮಾಚಾರಿ ಮನೆ ಒಡೆದು ಹೋಗುತ್ತಾ? ರಾಮನಿಂದ ದೂರ ಆಗ್ತಾನಾ ಕೋದಂಡ?,,,
"Aamir Khan: ಬಾಲಿವುಡ್ ಸಿನಿಮಾಗಳು ಸದ್ದು ಮಾಡದಿರಲು ಆಮಿರ್ ಖಾನ್ ಕಾರಣವಂತೆ, ಕರಣ್ ಜೋಹರ್ ಹೀಗೆ ಅಂದಿದ್ಯಾಕೆ?",,,
Keerthi Suresh: ಮದುವೆ ಆಗ್ತಿದ್ದಾರಂತೆ ಕೀರ್ತಿ ಸುರೇಶ್! ಮಹಾನಟಿ ಕೈ ಹಿಡಿಯೋರು ಯಾರು ಗೊತ್ತಾ?,,,
Har Ghar Tiranga: ನಟ ಸುದೀಪ್​ ಮನೆಗೆ ತೆರಳಿ ತ್ರಿವರ್ಣ ಧ್ವಜ ನೀಡಿದ ನಳೀನ್ ಕುಮಾರ್ ಕಟೀಲ್​​,,,
Astrology: ಧನು ರಾಶಿಯವರಿಗೆ ಕಳ್ಳತನದ ಅಪಾಯ ಇದೆ: ಉಳಿದ ರಾಶಿಗಳ ದಿನಭವಿಷ್ಯ ಹೀಗಿದೆ,,,
Ganesh Idols: ಗೋವಾದಲ್ಲಿ ಪುಟ್ಟ ಪುಟ್ಟ ಗಣಪನಿಗೆ ಭಾರೀ ಬೇಡಿಕೆ,,,
"Asia Cup 2022: ಏಷ್ಯಾಕಪ್‌ಗೂ ಮುನ್ನ ಟೀಂ ಇಂಡಿಯಾಗೆ ಬಿಗ್​ ಶಾಕ್​, ಸ್ಟಾರ್​ ಬೌಲರ್ ಔಟ್",,,
Prakash Raj: ಹರ್ ಘರ್ ತಿರಂಗಾ ಅಭಿಯಾನ ನಿಜವಾದ ದೇಶಪ್ರೇಮವಲ್ಲ; ಕೇಂದ್ರದ ವಿರುದ್ಧ ನಟ ಪ್ರಕಾಶ್ ರಾಜ್ ಕಿಡಿ,,,
"Turmeric: ಅರಶಿನ ಸೇವಿಸಿ, ಮಳೆಗಾಲದಲ್ಲಿ ಅನಾರೋಗ್ಯ ದೂರವಿರಿಸಿ",,,
Evening Digest: ರಾಜ್ಯದಲ್ಲಿ ಇನ್ನೂ 2 ದಿನ ಭಾರೀ ಮಳೆ: ಸಿಗರೇಟ್ ಸೇದುತ್ತೇನೆ ತಪ್ಪೇನು ಎಂದ ಸೋನು ಗೌಡ: ಇಂದಿನ ಪ್ರಮುಖ ಸುದ್ದಿಗಳು,,,
"Rohit Sharma: ನಾಯಕತ್ವದಲ್ಲಿ ಹೊಸ ದಾಖಲೆ ಬರೆದ ಹಿಟ್​ ಮ್ಯಾನ್, ಈ ಸಲ ವಿಶ್ವಕಪ್ ನಮ್ದೇ ಅಂತಿದ್ದಾರೆ ರೋಹಿತ್​ ಫ್ಯಾನ್",,,
Raja Rani: ವಂಶಿಕಾ ಜೊತೆ ರಾ ರಾ ರಕ್ಕಮ್ಮ ಹಾಡಿಗೆ ಸಖತ್ ಸ್ಟೆಪ್ಸ್​ ಹಾಕಿದ ಅದಿತಿ ಪ್ರಭುದೇವ,,,
"Garlic in haircare: ಕೂದಲ ಸಮಸ್ಯೆಗೆ ಬೆಳ್ಳುಳ್ಳಿ ಎಣ್ಣೆ ಬಳಸಿ, ಮಳೆಗಾಲದಲ್ಲಿ ಕೂದಲ ಆರೈಕೆಗೆ ಇದು ಬೆಸ್ಟ್​!",,,
"ರೈಲ್ವೆ ಪ್ರಯಾಣಿಕರಿಗೆ ಗುಡ್​ ನ್ಯೂಸ್​, ಆರಂಭವಾಗಿದೆ IRCTC QR ಕೋಡ್ ಪಾವತಿ ಸೇವೆ",,,
Heavy Rain: ರಾಜ್ಯದಲ್ಲಿ ಇನ್ನೂ 2 ದಿನ ಭಾರೀ ಮಳೆ; ಸಾಕಪ್ಪ ಸಾಕು ನಿಲ್ಲೋ ಮಳೆರಾಯ,,,
Sugar And Health: ಪ್ರತಿದಿನ ಹೆಚ್ಚು ಸಕ್ಕರೆ ಸೇವನೆ ಮಾಡುವುದು ಈ ಸಮಸ್ಯೆಗಳಿಗೆ ಕಾರಣವಾಗುತ್ತದೆ,,,
Heart Health: ಈ ಆಹಾರಗಳನ್ನು ಸೇವನೆ ಮಾಡೋದ್ರಿಂದ ಹೃದಯ ಸಮಸ್ಯೆ ಬರದಂತೆ ತಡೆಯಬಹುದು,,,
BIS Recruitment: ಕೇಂದ್ರ ಸರ್ಕಾರದ ಬಿಐಎಸ್​ನಲ್ಲಿ 100 ಹುದ್ದೆಗಳಿಗೆ ಅರ್ಜಿ ಆಹ್ವಾನ; ಮಾಸಿಕ 50 ಸಾವಿರ ರೂ ವೇತನ,,,
Kitchen Hacks: ಅಡುಗೆಗೆ ಉಪ್ಪು ಹೆಚ್ಚು ಹಾಕಿದ್ರೆ ಟೆನ್ಶನ್​​ ಮಾಡ್ಬೇಡಿ! ರುಚಿ ಸರಿದೂಗಿಸಲು ಈ ಐಡಿಯಾ ವರ್ಕ್​ಔಟ್​ ಆಗುತ್ತೆ,,,
NITI Aayog: ನೀತಿ ಆಯೋಗದ ಸಭೆಯಲ್ಲಿ ಬಿಜೆಪಿಯೇತರ CMಗಳ ಜೊತೆ ಮೋದಿ ಮಾತುಕತೆ ಹೇಗಿತ್ತು?,,,
Chanakya Niti: ಈ ರಹಸ್ಯವನ್ನು ಎಂದಿಗೂ ಗಂಡನ ಮುಂದೆ ಹೇಳುವುದಿಲ್ಲವಂತೆ ಹೆಂಡತಿಯರು,,,
Car Accident: ಹುಬ್ಬಳ್ಳಿಯಲ್ಲಿ ಬಸವರಾಜ ಹೊರಟ್ಟಿ ಕಾರು ಅಪಘಾತ,,,
"Nani: ಶೂಟಿಂಗ್​ ಸೆಟ್​ನಲ್ಲಿ ಅಪಾಯದಿಂದ ಬಚಾವ್ ಆದ ನಾನಿ, ಚಿತ್ರೀಕರಣ ಮುಂದೂಡಿದ ಚಿತ್ರತಂಡ",,,
"Bigg Boss OTT: ಮೊದಲ ದಿನವೇ ಕಷ್ಟದ ಕಥೆ ಹೇಳಿಕೊಂಡು ಕಣ್ಣೀರಿಟ್ಟ ಸ್ಪರ್ಧಿಗಳು, ಫುಲ್ ಎಮೋಷನಲ್​ ಎಪಿಸೋಡ್",,,
Detox ಜ್ಯೂಸ್ ಆರೋಗ್ಯಕ್ಕೆ ತುಂಬಾ ಒಳ್ಳೆಯದು! ಇದರಿಂದ ದೇಹಕ್ಕೆ ಸಿಗುವ ಲಾಭವೇನು ಗೊತ್ತಾ?,,,
Jungli Mushroom: ಶ್ರಾವಣದಲ್ಲಿ ನಾನ್​​ವೆಜ್​​ಗಿಂತ ರುಚಿಕರ ಎನಿಸುವ ಕಾಡು ಅಣಬೆಗಳ ಲೋಕಲ್ ಮಾರ್ಕೆಟ್ ಇದು,,,
How to Control BP: ಔಷಧಿ ಇಲ್ಲದೆಯೇ ರಕ್ತದೊತ್ತಡ ನಿಯಂತ್ರಿಸಿ! ಇಲ್ಲಿವೆ ಸುಲಭ ಮನೆಮದ್ದು,,,
"Ayodhya: ಅಕ್ರಮ ಪ್ಲಾಟಿಂಗ್ ನಡೆಸಿದ 40 ಜನರ ಪಟ್ಟಿಯಲ್ಲಿ ಬಿಜೆಪಿ ಶಾಸಕ, ಮೇಯರ್ ಹೆಸರು!",,,
Hartalu Halappa: ಮನೆ ಮನೆಗೂ ತಿರಂಗ; ಸಾಗರದಲ್ಲಿ ಪ್ರತಿದಿನ ಸಿದ್ಧವಾಗ್ತಿದೆ 7 ಸಾವಿರ ರಾಷ್ಟ್ರಧ್ವಜ,,,
Urfi Javed: ಹುಡುಗರ ಹಾರ್ಟ್‌ಗೆ ಕಿಚ್ಚಿಡುತ್ತಿದ್ದ ಉರ್ಫಿಗೆ ಈಗ ಅನಾರೋಗ್ಯವಂತೆ! ಬೇಗ ಹುಷಾರಾಗಿ ಅಂತಿದ್ದಾರೆ ಫ್ಯಾನ್ಸ್,,,
"Rashmika Mandanna: ಭರ್ಜರಿ ಡಿಮ್ಯಾಂಡ್​ ಮಾಡ್ತಿದ್ದಾರಂತೆ ರಶ್ಮಿಕಾ, ಶ್ರೀವಲ್ಲಿ ಸಂಭಾವನೆ ಕೇಳಿ ಶಾಕ್ ಆದ ನಿರ್ಮಾಪಕರು",,,
Samsung Galaxy Z Fold 4 ಮತ್ತು Flip 4 ಲೈವ್ ಫೋಟೋಗಳು ಸೋರಿಕೆ! ಆಗಸ್ಟ್ 10 ರಂದು ಬಿಡುಗಡೆ ಆಗುತ್ತಾ?,,,
"US, China ಮಧ್ಯೆ ಸಂಘರ್ಷಕ್ಕೆ ಕಾರಣವಾಗಿರುವ ತೈವಾನ್ ಬಗ್ಗೆ ನಿಮಗೆಷ್ಟು ಗೊತ್ತು? ನಿಜಕ್ಕೂ ಇದು ಭಿನ್ನ ದೇಶ",,,
"Neem: ಬೇವು ಇದ್ದರೆ ಉತ್ತಮ ಆರೋಗ್ಯ, ಪ್ರಯೋಜನ ತಿಳಿದುಕೊಳ್ಳಿ",,,
Hubballi: ದರ್ಗಾಕ್ಕೆ ಕಾರು ಡಿಕ್ಕಿ ಹೊಡೆದು ಮೂವರು ಸ್ಥಳದಲ್ಲೇ ಸಾವು!,,,
"Actress Ramya: ಹೊಂಬಾಳೆ ಫಿಲ್ಸ್ಮ್​ ಮೂಲಕ ರಮ್ಯಾ ಕಮ್​ ಬ್ಯಾಕ್, ಪುನೀತ್ ಆಸೆ ಈಡೇರಿಸುತ್ತಾ ಸಂಸ್ಥೆ​?",,,
"Yash: ಇನ್ನೂ ನಿಂತಿಲ್ಲ ರಾಕಿ ಭಾಯ್​ ಹವಾ, ಜಪಾನ್​ ನಲ್ಲೂ KGF 2  ಗುಣಗಾನ",,,
Crime News: ಮಗಳಿಗೆ ಆಸ್ಪತ್ರೆಯಲ್ಲೇ ವಿಷದ ಇಂಜೆಕ್ಷನ್ ಕೊಡಲು ತಂದೆಯಿಂದಲೇ ಸುಪಾರಿ! ಏಕೆ?,,,
Green Tea or Black Tea; ಇವೆರಡರಲ್ಲಿ ಯಾವುದು ಬೆಸ್ಟ್? ಹೆಚ್ಚು ಆರೋಗ್ಯದಾಯಕ ಯಾವುದು?,,,
Sleeping Officers: ತಹಸಿಲ್ದಾರ್ ಸಭೆಯಲ್ಲಿ ಗೊರಕೆ ಹೊಡೆದ ಅಧಿಕಾರಿಗಳು!,,,
Children Health: ಪೋಷಕರೇ ಎಚ್ಚರ! ನಿಮ್ಮ ಮಕ್ಕಳು ಹೊರಗೆ ಹೋಗಿ ಆಟವಾಡ್ತಿಲ್ಲ ಅಂದ್ರೆ ಈ ಎಲ್ಲಾ ಆರೋಗ್ಯ ಸಮಸ್ಯೆ ಕಾಡೋದು ಗ್ಯಾರಂಟಿ!,,,
Heavy Rain: ಸ್ಮಶಾನಕ್ಕೆ ಹೋಗಲು ರಸ್ತೆಯೇ ಇಲ್ಲ; ನೀರಿನಲ್ಲೇ ಶವ ಹೊತ್ತು ಸಾಗಿದ ಗ್ರಾಮಸ್ಥರು!,,,
"Dog: ಆಸರೆಯಿಲ್ಲದ ಮೂಕ ಪ್ರಾಣಿಗಳಿಗೆ ಸಿಕ್ತು ಪ್ರೀತಿ, ದೇಸಿ ನಾಯಿ ದತ್ತು ಪಡೆಯಲು ಜನರ ಆಸಕ್ತಿ",,,
"Rajgarh: 35 ಲಕ್ಷದ ವಿಮೆ ಮಾಡಿಸಿ, 5 ಲಕ್ಷಕ್ಕೆ ಸುಪಾರಿ: ಹೆಂಡತಿ ಕೊಲ್ಲಲು ಗಂಡನ ಖತರ್ನಾಕ್ ಪ್ಲಾನ್​!",,,
Post Office Scheme: ಮದ್ವೆಯಾದ ತಕ್ಷಣ ಅಂಚೆ ಕಚೇರಿಯ ಈ ಯೋಜನೆ ತೆಗೆದುಕೊಳ್ಳಿ,,,
Yugantara Serial: ಯುಗಾಂತರ ಧಾರಾವಾಹಿಯ ನಟನಟಿಯರನ್ನ ಭೇಟಿಯಾಗ್ಬೇಕಾ? ಈ ಪ್ರೋಗ್ರಾಂಗೆ ಹೋಗಿ - ಎಲ್ಲಿ? ಯಾವತ್ತು? ಡೀಟೆಲ್ಸ್ ಇಲ್ಲಿದೆ,,,
"Har Ghar Tiranga: ಕೋಟೆನಾಡಿನ ಮನೆಗಳಲ್ಲಿ ಹಾರಾಡಲಿದೆ ರಾಷ್ಟ್ರಧ್ವಜ, ಹರ್ ಘರ್ ತಿರಂಗಾ ಅಭಿಯಾನಕ್ಕೆ ಸಿದ್ಧತೆ",,,
"Tattoo ಹಾಕಿಸಿಕೊಳ್ಳೋರೇ ಎಚ್ಚರ, ಟ್ಯಾಟೂ ಹಾಕಿಸಿಕೊಂಡ ಇಬ್ಬರಿಗೆ ಎಚ್​ಐವಿ ಸೋಂಕು!",,,
"Skin care Tips: ವಯಸ್ಸು 25-30, ಕಾಡುತ್ತಿರೋ ಮುಖದ ಸುಕ್ಕು ಹೋಗೋಕೆ ಇಲ್ಲಿದೆ ಟಿಪ್ಸ್​",,,
Sunday: ಭಾನುವಾರವೇ ಸಾರ್ವತ್ರಿಕ ರಜೆ ಇರುವುದೇಕೆ? ಸಂಡೆ ಫನ್‌ ಡೇ ಏನಿದರ ವಿಶೇಷತೆ?,,,
"Shukra Gochar: ಇಂದಿನಿಂದ ಮಹತ್ವದ ಬದಲಾವಣೆ, 25 ದಿನಗಳೊಳಗೆ 4 ರಾಶಿಯವರಿಗೆ ಅದೃಷ್ಟ",,,
"Sonu Gowda: ನಾನು ಸಿಗರೇಟ್ ಸೇದುತ್ತೇನೆ, ತಪ್ಪೇನು? ಬಿಗ್​ಬಾಸ್​ ಮನೆಯಲ್ಲಿ ಸೋನು ಗೌಡ ಪ್ರಶ್ನೆ",,,
"IAS-IPS Family: ಈ ಕುಟುಂಬದಲ್ಲಿ ಮೂವರು ಐಎಎಸ್, ಒಬ್ಬರು ಐಪಿಎಸ್! ಇವರ ಕಥೆ ಇಂಟ್ರೆಸ್ಟಿಂಗ್",,,
Bigg Boss OTT: ಬದುಕು ಸಾಗಿಸಲು ಭಿಕ್ಷೆ ಬೇಡಿದ್ರಂತೆ ಈ ನಟ! ಬಿಗ್​ ಬಾಸ್​ ಸ್ಪರ್ಧಿಯ ರಿಯಲ್​ ಲೈಫ್​ ಸ್ಟೋರಿ ಕೇಳಿದ್ರೆ ಕಣ್ಣೀರು ಬರುತ್ತೆ,,,
Children Care: ಮಕ್ಕಳಿಗಾಗಿ ಸರಳ ಮತ್ತು ಉಪಯುಕ್ತ ಆರೋಗ್ಯ ಸಲಹೆಗಳು!,,,
DK Brothers: ಸಿದ್ದರಾಮೋತ್ಸವ ಬಳಿಕ ಅಖಾಡಕ್ಕಿಳಿದ ಅಣ್ತಮ್ಮಾಸ್! ಒಂದೇ ಕಲ್ಲಿಗೆ 2 ಹಕ್ಕಿ,,,
Delhi Trip: ದೆಹಲಿಯಲ್ಲಿ ನೀವು ಭೇಟಿ ಕೊಡಲೇಬೇಕಾದ ಪ್ರವಾಸಿ ಸ್ಥಳಗಳು ಯಾವುದು ಗೊತ್ತೇ? ಇಲ್ಲಿದೆ ಸಂಪೂರ್ಣ ಮಾಹಿತಿ,,,
NRI: ಅನಿವಾಸಿ  ಭಾರತೀಯರಿಗೆ ಗುಡ್ ನ್ಯೂಸ್ ನೀಡಿದ RBI,,,
ಸ್ಟಾರ್ಟ್​ಅಪ್​ Repos Energy ಅದೃಷ್ಟವನ್ನೇ ಬದಲಾಯಿಸಿತು ರತನ್​ ಟಾಟಾರ ಆ ಒಂದು ಫೋನ್​ ಕಾಲ್!,,,
"Bigg Boss OTT: ಬಿಗ್​ಬಾಸ್​ ಮನೆಗೆ ಹೋಗಿಲ್ಲ ಕಾಫಿನಾಡು ಚಂದು, ಕಾಯ್ತಿದ್ದ ಫ್ಯಾನ್ಸ್​ಗೆ ನಿರಾಸೆ",,,
Viral Bride: ತನ್ನ ಮದುವೆ ಊಟಕ್ಕೆ ಅತಿಥಿಗಳಿಂದ ದುಡ್ಡು ಕೇಳಿದ ವಧು! ಬಂದವರೆಲ್ಲ ಶಾಕ್,,,
"Bigg Boss Kannada OTT: ಒಂಟಿ ಮನೆಯಲ್ಲಿ 16 ಮಂದಿ ಲಾಕ್​, ಇಲ್ಲಿದೆ ನೋಡಿ ಫೋಟೋಸ್​",,,
"Bengaluru: ಹಸುಗಳ ಕೆಚ್ಚಲು ಕಚ್ಚಿ ವಿಕೃತಿ, ಸೈಕೋಪಾಥ್ ಅರೆಸ್ಟ್!",,,
Online Quiz: ರಾಮಾಯಣ ಕ್ವಿಝ್​ನಲ್ಲಿ ಮುಸ್ಲಿಂ ಯುವಕರೇ ಟಾಪರ್ಸ್!,,,
Malaika Arora: ಮಲೈಕಾ ಅರೋರಾ ಇವರನ್ನೇ ಲೈಫ್​ಲೈನ್​ ಎಂದು ಪರಿಗಣಿಸಿದ್ದಾರಂತೆ! ಹಾಗಿದ್ರೆ ಅರ್ಜುನ್​ ಕಪೂರ್​?,,,
"ISRO: ಬಾಹ್ಯಾಕಾಶದಲ್ಲಿ ಇಸ್ರೊ ಮತ್ತೊಂದು ಮೈಲಿಗಲ್ಲು, ನಭಕ್ಕೆ ಸೇರಿತು ವಿದ್ಯಾರ್ಥಿಗಳೇ ರೂಪಿಸಿದ ಉಪಗ್ರಹ!",,,
"Aati Celebration: ಆಟಿಯ ಕೆಸರಡೊಂಜಿ ದಿನ: ಮನರಂಜನೆ ಮಾತ್ರವಲ್ಲ, ಆರೋಗ್ಯಕ್ಕೂ ಬೆಸ್ಟ್​ ಈ ಆಚರಣೆ!",,,
Momo ತಯಾರಿಸಲು ಬರೀ ಅರ್ಧ ಗಂಟೆ ಸಾಕು! ನೀವೂ ಟ್ರೈ ಮಾಡಿ ನೋಡಿ,,,
Rajasthan: ಅತ್ಯಾಚಾರಿಗಳಿಗೆ ಗಲ್ಲು ವಿಧಿಸುವುದರಿಂದ ರೇಪ್​ ಬಳಿಕದ ಕೊಲೆ ಪ್ರಕರಣ ಹೆಚ್ಚಳ: ಸಿಎಂ ಗೆಹ್ಲೋಟ್​!,,,
Stock Market: ಕೇವಲ 15 ದಿನಗಳಲ್ಲಿ ಕೋಟಿ ಕೋಟಿ ಲಾಭ ನೀಡಿದ ಷೇರುಗಳು; ಶೇ.32 ಸಾವಿರದಷ್ಟು ರಿಟರ್ನ್,,,
Population Growth: ಜನಸಂಖ್ಯೆಯಲ್ಲಿ ಚೀನಾ ಮೀರಿಸಲಿದೆ ಭಾರತ! ಸಬ್ಸಿಡಿ ವ್ಯವಸ್ಥೆಯೇ ಸವಾಲಾಗುತ್ತಾ?,,,
"Karnataka Dams Water Level: ಭರ್ತಿಯಾಗುತ್ತಿದೆ ಕೆಆರ್​ಎಸ್​, ಪ್ರಮುಖ ಜಲಾಶಯಗಳ ಇಂದಿನ ನೀರಿನ ಮಟ್ಟ ಇಲ್ಲಿದೆ",,,
KPTCL Exam 2022: ಕೆಪಿಟಿಸಿಎಲ್ ಪರೀಕ್ಷಾ ಕೊಠಡಿ ಹೊಕ್ಕುವ ಮುನ್ನ ಈ ವಸ್ತುಗಳನ್ನು ಹೊರಗಿಡಿ; ಕಲಬುರಗಿಯಲ್ಲಿ ಬಿಗಿ ಬಂದೋಬಸ್ತ್,,,
"Manipur Violence: ಮಣಿಪುರದಲ್ಲಿ ಕೋಮು ಗಲಭೆ, ಉದ್ವಿಗ್ನ ಪರಿಸ್ಥಿತಿ, 5 ದಿನಗಳವರೆಗೆ ಇಂಟರ್ನೆಟ್ ಸ್ಥಗಿತ!",,,
"Bigg Boss OTT: ಬಿಗ್​ಬಾಸ್​ ​ಮನೆ ಒಳಗೆ ರೋಡೀಸ್​ ಜೋಡಿ, ಜಶ್ವಂತ್ - ನಂದು ಮಾಡ್ತಾರಾ ಮೋಡಿ?",,,
"Mysore Dasara: ಅರಮನೆಯತ್ತ ಗಜಪಡೆ, ದಸರಾ ಸಂಭ್ರಮ ಶುರು",,,
"Torta Sandwich: ಅಬ್ಬಾ, ಎಷ್ಟು ಉದ್ದದ ಸ್ಯಾಂಡ್ವಿಚ್ ಇದು! ವಿಶ್ವ ದಾಖಲೆ ಬರೆದ ಪ್ರಸಿದ್ಧ ತಿನಿಸು ಇಲ್ಲಿದೆ ನೋಡಿ",,,
Friendship Day 2022: 10 ಭಾರತೀಯ ಭಾಷೆಗಳಲ್ಲಿ ನಿಮ್ಮ ಸ್ನೇಹಿತರಿಗೆ 'ಹ್ಯಾಪಿ ಫ್ರೆಂಡ್‍ಶಿಪ್ ಡೇ' ವಿಶ್ ಮಾಡುವುದು ಹೇಗೆ?,,,
Car Crash: ರಸ್ತೆ ಅಪಘಾತದಲ್ಲಿ ಹೊತ್ತಿ ಉರಿದ ಕಾರು! ಸುಟ್ಟ ಗಾಯಗಳೊಂದಿಗೆ ಆಸ್ಪತ್ರೆ ಸೇರಿದ ನಟಿ!,,,
Gold Price: ಆಭರಣ ಪ್ರಿಯರಿಗೆ ಇಂದೇ ನಿಜವಾದ ವರಮಹಾಲಕ್ಷ್ಮೀ ಹಬ್ಬ! ಅದ್ಯಾಕೆ ಅನ್ನೋ ಮಾಹಿತಿ ಇಲ್ಲಿದೆ ಓದಿ,,,
"Petrol-Diesel Price: ಸಂಡೇ ಗುಡ್​ನ್ಯೂಸ್, 17 ಜಿಲ್ಲೆಗಳಲ್ಲಿ ಪೆಟ್ರೋಲ್ ಬೆಲೆ ಇಳಿಕೆ",,,
"Morning Digest: ದಾವಣಗೆರೆಯಲ್ಲಿ ಲೇಟ್​ನೈಟ್ ಪಾರ್ಟಿ, ಈದ್ಗಾ ಮೈದಾನ ಸರ್ಕಾರದ್ದು, ರೆಡ್ ಅಲರ್ಟ್; ಬೆಳಗಿನ ಟಾಪ್ ನ್ಯೂಸ್",,,
"Arjun Ramesh: ನಟನೆ, ರಾಜಕೀಯದಿಂದ ಈಗ ಬಿಗ್​ಬಾಸ್​ಗೆ ಬಂದ ಅರ್ಜುನ್ - ಟ್ರೋಫಿ ಗೆಲ್ತಾರಾ ನಟ?",,,
"New York suicide: ಅತ್ತೆ ಮನೆಯವರಿಗೆ ಗಂಡು ಮಗು ಬೇಕಿತ್ತು, ಹೆಣ್ಮಕ್ಕಳಾದವು: 8 ವರ್ಷ ಚಿತ್ರಹಿಂಸೆ, ಮಹಿಳೆ ಆತ್ಮಹತ್ಯೆ!",,,
"Exclusive |Davanagere: ರಾತ್ರಿ 2ರವರೆಗೂ ಯುವಕ, ಯುವತಿಯರ ಲೇಟ್ ನೈಟ್ ಪಾರ್ಟಿ; ಇಲ್ಲಿ ಜೋಡಿಗಳಿಗೆ ಮಾತ್ರ ಎಂಟ್ರಿ",,,
"Siddaramaiah: ಸಿದ್ದರಾಮಯ್ಯ ವಯಸ್ಸು 73, 74 ಅಥವಾ 75? ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮಗಳಲ್ಲೀಗ ಹೊಸ ಚರ್ಚೆ!",,,
Spoorthi Gowda: ಮಲೆನಾಡ ಸುಂದರಿ ಸ್ಫೂರ್ತಿಗೆ ಸಿಗುತ್ತಾ ಬಿಗ್​ಬಾಸ್​ ಮನೆ ಒಳಗೆ ಕೀರ್ತಿ? ನಟಿಯ ಲೈಫ್​ ಜರ್ನಿ ಇಲ್ಲಿದೆ,,,
Traditional Dress:  ಮಕ್ಕಳಿಗೆ ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಪು ಖರೀದಿಸಬೇಕಾ? ಇಲ್ಲಿದೆ ನೋಡಿ ಬೆಸ್ಟ್ ಕಲೆಕ್ಷನ್,,,
Belagavi: ಮೇಯರ್ ಚುನಾವಣೆ ವಿಳಂಬ! ಬಿಜೆಪಿ ಶಾಸಕರಿಗೆ ಗೌನ್ ಗಿಫ್ಟ್ ಕೊಡ್ತೀವಿ ಎಂದ ಸತೀಶ್ ಜಾರಕಿಹೊಳಿ,,,
Idgah Maidana: ವಕ್ಫ್ ಬೋರ್ಡ್ ಅರ್ಜಿ ವಜಾ; ಈದ್ಗಾ ಮೈದಾನ ಸರ್ಕಾರದ ಆಸ್ತಿ ಎಂದು ಆದೇಶ,,,
"Kolara: ದಯಮಾಡಿ ಬಿಜೆಪಿ, ಜೆಡಿಎಸ್​ಗೆ ಮತ ಹಾಕಬೇಡಿ ಎಂದ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದರಾಮಯ್ಯ",,,
"Heavy Rain: ರಾಮನಗರ ಜಿಲ್ಲೆಯಲ್ಲಿ ಅತಿವೃಷ್ಟಿ, ರೈತರ ಜಮೀನಿನಲ್ಲೇ ಏಕಾಏಕಿ ಹಳ್ಳ ಸೃಷ್ಟಿ!",,,
