,news,source,label
10,"ಉಪರಾಷ್ಟ್ರಪತಿ ಚುನಾವಣೆ, ಬೆಳಗ್ಗೆ 10 ಗಂಟೆಯಿಂದ ಮತದಾನ, ಸಂಜೆ ಫಲಿತಾಂಶ ಘೋಷಣೆ",asianet,1
11,ಬೆಲೆ ಏರಿಕೆ ವಿರುದ್ಧ ಕಾಂಗ್ರೆಸ್ ಪ್ರತಿಭಟನೆ; ಕಾಂಗ್ರೆಸ್ ನಾಯಕರು ಪೊಲೀಸರ ವಶಕ್ಕೆ,asianet,1
12,Special 3 Circle: ಭೂತ.. ಪ್ರೇತ.. ಪಿಶಾಚಿ.. ಭ್ರಮೆಯೋ? ವಾಸ್ತವವೋ?,asianet,1
13,"Indo-China Talk: ಚೀನಾಕ್ಕೆ ಭಾರತದ ಎಚ್ಚರಿಕೆ, ಲಡಾಖ್‌ನಲ್ಲಿ ವಾಯು ಗಡಿ ಉಲ್ಲಂಘನೆ ಮಾಡಬೇಡಿ",asianet,1
14,CCB Police Operation - ನಕಲಿ ಛಾಪಾ ಕಾಗದ ದಂಧೆ ಪ್ರಕರಣ ಭೇದಿಸಿದ ಪೊಲೀಸರು- 11 ಮಂದಿ ಬಂಧನ,asianet,1
15,ಕಾರ್ಬೆಟ್ ಹುಲಿ ಸಂರಕ್ಷಿತ ಪ್ರದೇಶದಲ್ಲಿ 'ಮೋದಿ ಸರ್ಕ್ಯೂಟ್' ಅಭಿವೃದ್ಧಿಪಡಿಸಲಿರುವ ಉತ್ತರಾಖಂಡ ಸರ್ಕಾರ,asianet,1
16,ಫೋಟೋ ತೆಗೆಸಿಕೊಳ್ಳಲು ಹೋಗಿ ಜಲಪಾತಕ್ಕೆ ಬಿದ್ದ ಯುವಕ: ರಕ್ಷಣಾ ಪಡೆಯಿಂದ ಶೋಧ ಕಾರ್ಯಾಚರಣೆ,asianet,1
17,ಕೇಂದ್ರ ಸರ್ಕಾರದ ವಿರುದ್ಧ ಮಾತನಾಡಿದವರನ್ನೆಲ್ಲ ಜೈಲಿಗೆ ಹಾಕಲಾಗುತ್ತಿದೆ: ರಾಹುಲ್‌ ಗಾಂಧಿ ,asianet,1
18,ಬ್ಯಾಂಕ್‌ ಗ್ರಾಹಕರನ್ನು ಹಿಂಬಾಲಿಸಿ ಹಣ ದೋಚುತ್ತಿದ್ದವರ ಬಂಧನ,asianet,1
19,"ದೇಶೀಯ ನಿರ್ಮಿತ, ಲೇಸರ್-ನಿರ್ದೇಶಿತ ಟ್ಯಾಂಕ್ ವಿರೋಧಿ ಕ್ಷಿಪಣಿ ಪರೀಕ್ಷೆ ನಡೆಸಿದ DRDO",asianet,1
20,"ತೈವಾನ್‌ ಕಡೆ 5 ಕ್ಷಿಪಣಿ ಹಾರಿಸಿದ ಚೀನಾ, ಜಪಾನ್‌ನ ಆರ್ಥಿಕ ವಲಯದಲ್ಲಿ ಬ್ಲಾಸ್ಟ್‌",asianet,1
21,ಇನ್ನೂ 5 ದಿನ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾರ್ಭಟ: ನದಿಪಾತ್ರಗಳಲ್ಲಿ ಹೈ ಅಲರ್ಟ್,asianet,1
22,"ಮಗನ ರಕ್ಷಣೆ ಮಾಡಲು ನೀರಿಗೆ ಹಾರಿದ್ದ ಅಪ್ಪ, ತಂದೆ-ಮಗನ ಶವ ಪತ್ತೆ",asianet,1
23,ಚೀನಾದ ಪತ್ರಕರ್ತನನ್ನು ಮದುವೆಯಾಗಿದ್ದಾರಾ ಅಮೆರಿಕದ ನ್ಯಾನ್ಸಿ ಪೆಲೋಸಿ..?,asianet,1
24,ಲೋಕಸಭೆಯಿಂದ ಡೇಟಾ ಪ್ರೊಟೆಕ್ಷನ್ ಬಿಲ್ ವಾಪಸ್ ಪಡೆದ  ಸರ್ಕಾರ ,asianet,1
25,ಅಕ್ರಮ ಸಂಬಂಧಕ್ಕೆ ಬಲಿಯಾದ ಶಿಕ್ಷಕಿ: ನಗರಸಭೆ ಕೌನ್ಸಿಲರ್ ಸೇರಿ ನಾಲ್ವರ ಬಂಧನ,asianet,1
26,ನಾಳೆ ಲಾಲ್‌ಬಾಗ್‌ನಲ್ಲಿ 212ನೇ ಫ್ಲವರ್‌ ಶೋ : ಪಾರ್ಕಿಂಗ್ ವ್ಯವಸ್ಥೆ ಹೀಗಿದೆ,asianet,1
27,ಪ್ರತಿ ಕುಟುಂಬದ ಕನಿಷ್ಠ ಒಬ್ಬರಿಗೆ ಉದ್ಯೋಗ ನೀಡುತ್ತೇವೆ: ಯೋಗಿ ಆದಿತ್ಯನಾಥ್‌,asianet,1
28,"ಮೊಸಳೆ ಜೊತೆ ಯುವಕನ ಚೆಲ್ಲಾಟ, ಆಮೇಲೇನಾಯ್ತು ನೋಡಿ",asianet,1
29,ಜಗತ್ತಲ್ಲಿ ಆಗಿದ್ದಾಗಲಿ ನಮಗಂತೂ ನೋ ಟೆನ್ಷನ್: ಭಾರತಕ್ಕೆ ನಿರ್ಮಲಾ ಸೀತಾರಾಮನ್ ಅಭಯ‌ ,asianet,1
30,"ರಸ್ತೆಯಲ್ಲಿ ಬಿದ್ದ ಇಟ್ಟಿಗೆ ಬದಿಗಿಟ್ಟ ಫುಡ್ ಡೆಲಿವರಿ ಬಾಯ್, ದುಬೈ ರಾಜನಿಂದ ಭರ್ಜರಿ ಗಿಫ್ಟ್",asianet,1
31,"ಲಾಯರ್ ಮನೆಗೆ ದೋಚಲು ಕಳ್ಳನಿಗೆ  ನೆರವಾದ ಪ್ರೇಯಸಿ, 24 ಗಂಟೆಯೊಳಗೆ ಆರೋಪಿಗಳು ಅಂದರ್",asianet,1
32,ಸುರತ್ಕಲ್‌ನ ಫಾಝಿಲ್‌ ಹತ್ಯೆ: ಎಲ್ಲ ಬಂಧಿತರಿಗೆ ಹಿಂದು ಸಂಘಟನೆಗಳ ನಂಟು,asianet,1
33,ಗಲ್ವಾನ್ ಘರ್ಷೆಣೆಯಲ್ಲಿ ಭಾರತಕ್ಕೆ ನೆರವಾಗಿದ್ದು 1948ರಲ್ಲಿ ನಿರ್ಮಾಣವಾದ ಏರ್‌ಸ್ಟ್ರಿಪ್,asianet,1
34,"ಚೀನಾ ವಿರೋಧದ ನಡುವೆ ತೈವಾನ್ ಸಂಸತ್ತಿನಲ್ಲಿ ಅಮೆರಿಕ ಸ್ಪೀಕರ್ ಭಾಷಣ, ಯುದ್ಧ ಭೀತಿ",asianet,1
35," ಮನೆಗೆ ಸಿಂಪಡಿಸಿದ್ದ ತಿಗಣೆ ನಾಶಕ ವಾಸನೆಗೆ ಬಾಲಕಿ ಸಾವು, ಪೋಷಕರ ಜೀವನ್ಮರಣ ಹೋರಾಟ",asianet,1
36,ಬೆಂಗಳೂರು: ಮೆಡಿಕಲ್‌ ಎಮೆರ್ಜೆನ್ಸಿ ಕಿಟ್‌ನಲ್ಲಿ ಡ್ರಗ್ಸ್‌ ಪೂರೈಕೆ..,asianet,1
37,ಚೀನಾದ ಮಹಾ ಎಚ್ಚರಿಕೆಯ ನಡುವೆ ತೈವಾನ್‌ಗೆ ಕಾಲಿಟ್ಟ ಅಮೆರಿಕದ ಸ್ಪೀಕರ್‌ ನ್ಯಾನ್ಸಿ ಪೆಲೋಸಿ,asianet,1
38,BIG 3: ಹಕ್ಕು ಕೇಳಿದ್ದಕ್ಕೆ ಎರಡು ಕುಟುಂಬಗಳಿಗೆ ಬಹಿಷ್ಕಾರ,asianet,1
39,ಡ್ಯಾನ್ಸರ್‌ಗಳ ಮೇಲೆ ಬಿದ್ದ ಬೃಹತ್ ಎಲ್‌ಇಡಿ ಸ್ಕ್ರೀನ್ ಮುಂದೇನಾಯ್ತು?,asianet,1
40,ಕಾಳಸರ್ಪ ದೋಷಕ್ಕೆ ಪರಿಹಾರದ ಹೆಸರಲ್ಲಿ ಅಶ್ರಮದಲ್ಲೇ ರೇಪ್‌ ಮಾಡಿದ ಬಾಬಾ,asianet,1
41,ಮಂಡ್ಯದ ಯುವತಿಯನ್ನು ಹೊಗಳಿದ್ದ ಅಲ್‌ಖೈದಾ ಮುಖ್ಯಸ್ಥ ಜವಾಹಿರಿ ಅಮೆರಿಕದಿಂದ ಹತ್ಯೆ ,asianet,1
42,Mangaluru Fazil Murder; ಫಾಝಿಲ್ ಹತ್ಯೆಗೈದ 6 ಆರೋಪಿಗಳು ಅರೆಸ್ಟ್,asianet,1
43,Praveen Netturu murder case; ಹಂತಕರ ಪತ್ತೆಗೆ ಮಂಗಳೂರು ಪೊಲೀಸರಿಂದ ಮಾಸ್ಟರ್ ಪ್ಲಾನ್,asianet,1
44,ಬೃಹತ್ ಮರದಿಂದ ಹಲಸಿನ ಹಣ್ಣು ಕೊಯ್ದ ಗಜರಾಜ: ಅಪರೂಪದ ವಿಡಿಯೋ ವೈರಲ್,asianet,1
45,ದೇಶದ ಆರ್ಥಿಕತೆ ಭದ್ರವಾಗಿದೆ: ಸಮರ್ಥಿಸಿಕೊಂಡ ವಿತ್ತ ಸಚಿವೆ ,asianet,1
46,ಕೇಸ್‌ ರದ್ದತಿಗೆ ಡಿಕೆಶಿ ಅರ್ಜಿ: ಸಿಬಿಐಗೆ ಹೈಕೋರ್ಟ್‌ ನೋಟಿಸ್‌,asianet,1
47,"ಸದನದಲ್ಲಿ ಹಣದುಬ್ಬರ ಚರ್ಚೆ ವೇಳೆ, 1.6 ಲಕ್ಷದ ಬ್ಯಾಗ್‌ಅನ್ನು ಮುಚ್ಚಿಟ್ಟ ಟಿಎಂಸಿ ಸಂಸದೆ ಮಹುವಾ ಮೊಯಿತ್ರಾ",asianet,1
48,Chain-Link Scam:  ಚೈನ್ ಲಿಂಕ್ ನಂಬಿ ಸೇರಿಕೊಂಡ ಮಹಿಳೆ ಈಗ ಪರದಾಟ,asianet,1
49,"ಸಂಜಯ್‌ ರಾವುತ್‌ಗೆ ರಿಲೀಫ್‌ ನೀಡದ ಕೋರ್ಟ್‌, ಇನ್ನೂ ಮೂರು ದಿನ ED ಕಸ್ಟಡಿಗೆ ",asianet,1
50,"ಮ್ಯಾಗಿ, ಪೆನ್ಸಿಲ್, ರಬ್ಬರ್‌ ಎಲ್ಲದರ ರೇಟ್‌ ಜಾಸ್ತಿ ಆಗಿದೆ, ಮೋದಿಗೆ ಪತ್ರ ಬರೆದ 5 ವರ್ಷದ ಬಾಲಕಿ",asianet,1
51,"ಪಿಕ್ ಅಪ್ ವಾಹನದ ಡಿಜೆ ಸಿಸ್ಟಮ್‌ನಿಂದ ವಿದ್ಯುತ್ ಪ್ರವಹಿಸಿ 10 ಸಾವು, 16 ಮಂದಿ ಗಂಭೀರ",asianet,1
52,ಸಿಪಿಆರ್ ಮಾಡಲು ಕಲಿತ ಶ್ವಾನ: ಹಸ್ಕಿ ನಾಯಿಯ ಮುದ್ದಾದ ವಿಡಿಯೋ ವೈರಲ್,asianet,1
53,"ವೋಟರ್ ಐಡಿಗೆ ಆಧಾರ್ ಲಿಂಕ್, ತಿಳಿದುಕೊಳ್ಳಬೇಕು ಚುನಾವಣಾ ಆಯೋಗದ ಹೊಸ ಅಭಿಯಾನ",asianet,1
54," ಸಂಸತ್ತಿನಲ್ಲಿ ಇಂದಿನಿಂದ ಬೆಲೆ ಏರಿಕೆ ಚರ್ಚೆ, 15 ದಿನಗಳ ಬಿಕ್ಕಟ್ಟು ಅಂತ್ಯ ಸಾಧ್ಯತೆ",asianet,1
55,"ನಂಜನಗೂಡು ಬಲಿ ಹುಲಿ ದಾಳಿ: ದನಗಾಹಿ, ಹಸು ಸ್ಥಳದಲ್ಲೇ ಸಾವು",asianet,1
56,"ಇಡಿ ವಶಕ್ಕೆ ಪಡೆಯುವ ಮೊದಲು ಮಗನ ತಬ್ಬಿ ಧೈರ್ಯ ತುಂಬಿದ ಸಂಜಯ್ ರಾವತ್ ತಾಯಿ , ವಿಡಿಯೋ ವೈರಲ್",asianet,1
57,"ಐಸಿಸ್ ಜೊತೆ ನಂಟು ಆರೋಪ,  ಎನ್ಐಎ ವಶಕ್ಕೆ ಪಡೆದ ರಾಜ್ಯದ ಇಬ್ಬರು ಶಂಕಿತ ಆರೋಪಿಗಳ ಬಿಡುಗಡೆ",asianet,1
58,"ಭಾರತದಲ್ಲಿ ಮತ್ತೊಂದು ಮಂಕಿಪಾಕ್ಸ್ ಪ್ರಕರಣ ಶಂಕೆ, 8 ವರ್ಷದ ಬಾಲಕ ಆಸ್ಪತ್ರೆ ದಾಖಲು",asianet,1
59,"ಮಹಿಳೆ ಸೂಟ್‌ಕೇಸ್‌ನಲ್ಲಿ ವಿದೇಶಕ್ಕೆ ಹಾರಿದ 18 ಚೇಳು, ಹಿಂತಿರುಗಿಸಲು ವಿಮಾನ ಬುಕ್ ",asianet,1
60,ಕಾಳಿ‌ ಮಠದ ಋಷಿಕುಮಾರ್ ಸ್ವಾಮೀಜಿ ವಿರುದ್ಧ ಕಾನೂನು ಕ್ರಮ: ಎಡಿಜಿಪಿ ಅಲೋಕ್‌ ಕುಮಾರ್‌,asianet,1
61,DHFL Scam; ದೇಶದ ಅತಿದೊಡ್ಡ ಬ್ಯಾಂಕ್‌ ವಂಚನೆ ಆರೋಪಿ ಮನೆಯಲ್ಲಿ ಅಗಸ್ಟಾಹೆಲಿಕಾಪ್ಟರ್‌ ಸಿಬಿಐ ವಶಕ್ಕೆ,asianet,1
62,"ಗಣಿತದಲ್ಲಿ ತಪ್ಪು ಮಾಡಿದ ವಿದ್ಯಾರ್ಥಿನಿಗೆ ಥಳಿತ: ವಿಡಿಯೋ ವೈರಲ್‌, ಶಿಕ್ಷಕ ಅಮಾನತು",asianet,1
63,ಟ್ರಾಫಿಕ್‌ನಲ್ಲಿ ಮಕ್ಕಳ ರಸ್ತೆ ದಾಟಿಸುತ್ತೆ ಈ ಶ್ವಾನ... ನೋಡಿ ವೈರಲ್ ವಿಡಿಯೋ,asianet,1
64,One Nation One Ration Card ಯೋಜನೆಯಿಂದ ಅಂಗಡಿಗಳಿಗೆ  ತಲೆಬಿಸಿ,asianet,1
65,ಕೊಪ್ಪಳ: ಎಪಿಎಂಸಿಯಲ್ಲಿ ವಿಷ ಸೇವಿಸಿ ರೈತ ಆತ್ಯಹತ್ಯೆ,asianet,1
66,ಶಿವಸೇನಾ ಸಂಸದ ಸಂಜಯ್‌ ರಾವುತ್‌ ನಿವಾಸದ ಮೇಲೆ ಇಡಿ ದಾಳಿ: ಪರಿಶೀಲನೆ,asianet,1
67,ಪ್ರವೀಣ್‌ ನೆಟ್ಟಾರ್‌ ಹತ್ಯೆಗೆ 2 ತಿಂಗಳಿಂದಲೇ ಸ್ಕೆಚ್‌,asianet,1
68,ಪ್ರವೀಣ್‌ ಹತ್ಯೆ ಪ್ರಕರಣ: ಕೇರಳ ಮೂಲದ ಶಂಕಿತ ವ್ಯಕ್ತಿ ಪೊಲೀಸ್‌ ವಶಕ್ಕೆ,asianet,1
69,"ಗೆಳೆಯನ ಕಾರಿನಲ್ಲಿ ಬಂದಿಳಿದ ಹೆಂಡತಿ, ಸಂಬಂಧ ಕಲ್ಪಿಸಿ ಮರಕ್ಕೆ ಕಟ್ಟಿ ಥಳಿಸಿದ ಪತಿ",asianet,1
70,"ಶಾಂತಿ ಕದಡುವ ಪಿಎಫ್ಐ ನಿಷೇಧಿಸಿ, ಅಜಿತ್ ದೋವಲ್  ಸಭೆಯಲ್ಲಿ ಮುಸ್ಲಿಮ್ ನಾಯಕರ ನಿರ್ಣಯ",asianet,1
71,"ರಾಜ್ಯಪಾಲರ ವಿವಾದಾತ್ಮಕ ಹೇಳಿಕೆ, ಮರಾಠಿಗರ ಅವಮಾನ ಒಪ್ಪಲ್ಲ ಎಂದ ಸಿಎಂ ಶಿಂಧೆ",asianet,1
72,"ಫಾಜಿಲ್ ಹತ್ಯೆಗೆ ಸ್ಫೋಟಕ ಟ್ವಿಸ್ಟ್, ಯಾರನ್ನೋ ಟಾರ್ಗೆಟ್ ‌ಮಾಡಿ‌ ಮತ್ತಿನ್ಯಾರನ್ನೋ ಕೊಂದ ಹಂತಕರು",asianet,1
73,ಬೆಂಗಳೂರಲ್ಲಿ ಸೆರೆಸಿಕ್ಕ ಉಗ್ರರಿಗೆ ಅಲ್​ಖೈದಾ ಸಂಬಳ: ಬೆಚ್ಚಿ ಬೀಳಿಸುತ್ತೆ ಟೆರರಿಸ್ಟ್ ಬ್ಯಾಕ್‌ಗ್ರೌಂಡ್,asianet,1
74,2ನೇ ತರಗತಿಯ ವಿದ್ಯಾರ್ಥಿಯನ್ನು ಬಿಟ್ಟು ತರಗತಿಗೆ ಬೀಗ: 10 ಶಾಲಾ ಸಿಬ್ಬಂದಿ ಅಮಾನತು ,asianet,1
75,Praveen Nettaru Murder Case; ಕೇರಳದಲ್ಲಿ ಮೂರನೇ  ವ್ಯಕ್ತಿ ಬಂಧನ,asianet,1
76,ಗೃಹ ಸಚಿವ ಆರಗ ಜ್ಞಾನೇಂದ್ರ ಮನೆಗೆ ಮುತ್ತಿಗೆ; 40 ಎಬಿವಿಪಿ ಕಾರ್ಯಕರ್ತರ ಬಂಧನ,asianet,1
77,"ಪಾಪ್‌ ಬ್ಯಾಂಡ್‌ ಮಿರರ್ ತಂಡದ ಸದಸ್ಯನ ಮೇಲೆ ಕಳಚಿಬಿದ್ದ ದೈತ್ಯ ಪರದೆ, ವಿಡಿಯೋ ವೈರಲ್",asianet,1
78,ಮೊಬೈಲ್‌ ಕದಿಯಲು ಶೋ ರೂಂ ಟಾಯ್ಲೆಟಲ್ಲಿ ಇಡೀ ರಾತ್ರಿ ಕಳೆದ ಕಳ್ಳ..,asianet,1
79,ಆ.1ರಿಂದ ಕರ್ನಾಟಕದಲ್ಲಿ ವೋಟರ್‌ ಐಡಿ ಜೊತೆ ಆಧಾರ್‌ ನಂಬರ್‌ ಜೋಡಣೆ,asianet,1
80,ಹಾವೇರಿಯಲ್ಲಿ ವಿಷ ಸೇವಿಸಿದ್ದ ರೈತ ಸಾವು: ಪರಿಸ್ಥಿತಿ ಉದ್ವಿಗ್ನ,asianet,1
81,"ಆ್ಯಂಬುಲೆನ್ಸ್‌ನಲ್ಲಿ ಮಗುವನ್ನು ಆಸ್ಪತ್ರೆ ಸಾಗಿಸುವ ವೇಳೆ ಭೂಕುಸಿತ, ನೆರವಿಗೆ ಧಾವಿಸಿದ ಭಾರತೀಯ ಸೇನೆ",asianet,1
82,ನಾಳೆ 10 ಗಂಟೆಗೆ ಸಿಇಟಿ ಪರೀಕ್ಷಾ ಫಲಿತಾಂಶ ಪ್ರಕಟ,asianet,1
83,ದಿನವೂ ರಕ್ತದಲ್ಲೇ ಸ್ನಾನ: 600 ಹೆಣ್ಣುಮಕ್ಕಳನ್ನ ಕೊಂದ ಸಿರಿಯಲ್‌ ಕಿಲ್ಲರ್‌ ಕಹಾನಿ ,asianet,1
84,ತಮ್ಮ ಅಧಿಕಾರವಧಿಯಲ್ಲಿ ಕೋಮುಹಿಂಸಾಚಾರ ಮತ್ತು ಕೈಗೊಂಡ ಕ್ರಮಗಳ ದಾಖಲೆ ಬಿಚ್ಚಿಟ್ಟ ಸಿದ್ದು,asianet,1
85,ಪ್ರವೀಣ್ ಹತ್ಯೆ ಕೇಸ್: ಆರೋಪಿಗಳ ಅರೆಸ್ಟ್ ಆದ ಮೇಲೆ ಬೆಳ್ಳಾರೆಯಲ್ಲಿ ಏನೇನಾಯ್ತು..? ,asianet,1
86,"ಸರ್ಕಾರಿ ಶಾಲೆಗಳಲ್ಲಿ ಭಾನುವಾರದ ಬದಲು ಶುಕ್ರವಾರ ರಜೆ, ಬಿಹಾರ-ಜಾರ್ಖಂಡ್‌ನಲ್ಲಿ ಕೋಲಾಹಲ",asianet,1
87,"ಪ್ಲೇ ಸ್ಟೋರ್‌, ಆಪಲ್‌ ಸ್ಟೋರ್‌ನಿಂದ 'ಬ್ಯಾಟಲ್‌ಗ್ರೌಂಡ್ಸ್ ಮೊಬೈಲ್ ಇಂಡಿಯಾ' ಬ್ಯಾನ್",asianet,1
88,"ಹೃದಯಾಘಾತದಿಂದ ತಂದೆಯ ಸಾವು, ಶವಕ್ಕೆ ಕುಂಕುಮ ಹಚ್ಚಿ ಆಟವಾಡುತ್ತಿದ್ದ ಪುಟ್ಟ ಮಕ್ಕಳು",asianet,1
89,Breaking ಪ್ರವೀಣ್ ನೆಟ್ಟಾರ್ ಹತ್ಯೆ ಪ್ರಕರಣ NIAಗೆ ಹಸ್ತಾಂತರ,asianet,1
90,"Vijayanagara Crime; ಕುತ್ತಿಗೆಗೆ ಹಗ್ಗ ಬಿಗಿದು ಯುವಕನ ಹತ್ಯೆ ಶಂಕೆ, ಘಟನಾ ಸ್ಥಳಕ್ಕೆ ಶ್ವಾನದಳ ಭೇಟಿ",asianet,1
91,ಬೆಳಗಾವಿ: ಹುಡುಗಿ ಹೆಸರಲ್ಲಿ ಅಕೌಂಟ್‌ ಸೃಷ್ಟಿಸಿ ಹಣ ಪಿಕುತ್ತಿದ್ದವನ ಬಂಧನ,asianet,1
92,"ತಂದೆ ಮಾಡಿದ ಸಾಲಕ್ಕಾಗಿ ಇಬ್ಬರು ಮಕ್ಕಳು ಜೀತ, ದಂಪತಿ ಸೆರೆ",asianet,1
93,"ಪ್ರವೀಣ್‌ ಪತ್ನಿಗೆ ಸರ್ಕಾರಿ ಕೆಲಸ, ಮನೆ: ವಿಜಯೇಂದ್ರ",asianet,1
94,"ಇದು ಭಯೋತ್ಪಾದನೆ ಕೃತ್ಯ, ಅಗತ್ಯಬಿದ್ದರೆ ಎನ್‌ಐಎ ತನಿಖೆ: ಸಿಎಂ ಬೊಮ್ಮಾಯಿ",asianet,1
95,"ಪಿಎಫ್‌ಐ, ಎಸ್‌ಡಿಪಿಐ ನಿಷೇಧಕ್ಕಾಗಿ ರಾಜ್ಯವ್ಯಾಪಿ ಹೋರಾಟ: ಪ್ರಮೋದ್‌ ಮುತಾಲಿಕ್‌",asianet,1
96,ಮಂಗಳೂರಲ್ಲಿ ಚಾಕು ಇರಿದು ಯುವಕನ ಭೀಕರ ಹತ್ಯೆ: 4 ಠಾಣೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ನಿಷೇಧಾಜ್ಞೆ ಜಾರಿ ,asianet,1
97,"ಮಗುವಿನೊಂದಿಗೆ ತಾಯಿ ಆತ್ಮಹತ್ಯೆಗೆ ಯತ್ನ, ಪೊಲೀಸ್ ಸಿಬ್ಬಂದಿಯ ಸಮಯ ಪ್ರಜ್ಞೆಗೆ ಉಳಿದ ಪ್ರಾಣ",asianet,1
98,"ಹದಿ ವಯಸ್ಸಿನ ಗರ್ಭಧಾರಣೆ ಹೆಚ್ಚಳ, ಗರ್ಭಪಾತದ ಬಗ್ಗೆ Indian Law ಹೇಳೋದೇನು ?",asianet,1
99,Weird News: ಜೈಲಿನಲ್ಲಿ ಇಬ್ಬರು ಮಹಿಳೆಯರನ್ನು ಗರ್ಭಿಣಿ ಮಾಡಿದ ಮಂಗಳಮುಖಿ ಖೈದಿ,asianet,1
100,ನಾಲಗೆಗೆ ಕತ್ತರಿ ಎದೆಗೆ ಸರ್ಜರಿ: ಈ ಟ್ಯಾಟೂ ಲೇಡಿ ದೇಹದಲ್ಲಿ ಜಾಗ ಇಲ್ಲ ಖಾಲಿ,asianet,1
101,"ಸಕ್ಕರೆ ನಾಡಲ್ಲಿ ಮತ್ತೆ ಹರಿದ ನೆತ್ತರು, ಆಶ್ರಯ ನೀಡಿದ್ದ ಸ್ನೇಹಿತನ ಕತ್ತು ಕೊಯ್ದ ಕಿರಾತಕ",asianet,1
102,ಅಮೆರಿಕದಲ್ಲಿಒಂದೇ ದಿನ ದಾಖಲೆಯ 1048 ಹೊಸ ಪ್ರಕರಣಗಳು ಪತ್ತೆ; ಭಾರತದಲ್ಲೂ ಹೆಚ್ಚಿದ ಆತಂಕ,asianet,1
103,Praveen Nettaru Murder Case: ಅಂತಿಮ ಯಾತ್ರೆ ವೇಳೆ ಭುಗಿಲೆದ್ದ ಬಿಜೆಪಿ ಕಾರ್ಯಕರ್ತರ ಆಕ್ರೋಶ,asianet,1
104,National Herald Case: ಸೋನಿಯಾ ವಿಚಾರಣೆ ಖಂಡಿಸಿ ಬೀದಿಗಿಳಿದ ಕಾಂಗ್ರೆಸ್‌,asianet,1
105,Droupadi Murmu: ಒಡಿಶಾ ಆದಿವಾಸಿ ಮಹಿಳೆ ಈಗ 'ಮಹಾಭಾರತ' ದ 15ನೇ ರಾಷ್ಟ್ರಪತಿ,asianet,1
106,300 ವರ್ಷಗಳ ಬಳಿಕ ಅಂಗೋಲಾದಲ್ಲಿ ಸಿಕ್ತು ಅತಿ ದೊಡ್ಡ ಪಿಂಕ್‌ ವಜ್ರ.. ,asianet,1
107,"ಮೋದಿ ಪತ್ರಕ್ಕೆ ಮಾಜಿ ರಾಷ್ಟ್ರಪತಿ ಕೋವಿಂದ್ ಭಾವುಕ, ನೆನಪಿನ ಬುತ್ತಿ ಬಿಚ್ಚಿಟ್ಟ ಪ್ರಧಾನಿ",asianet,1
