,news,source,label
42,‘ಚಂದಯ್ಯ ಜಯಂತಿ ರಾಜ್ಯದಾದ್ಯಂತ ಆಚರಣೆ: ಅಭಿನಂದನೆ’ ,prajavani,1
43,"ಗೆಲುವನ್ನು ಆಚರಿಸಿ, ಕ್ಷಮೆ ಕೇಳಬೇಡಿ: ಪೂಜಾ ಗೆಹಲೋತ್‌ಗೆ ಪ್ರಧಾನಿ ಮೋದಿ ",prajavani,1
44,ಮಹಿಳಾ ಸಿಬ್ಬಂದಿಗೆ ವೈದ್ಯನಿಂದ ಲೈಂಗಿಕ ಕಿರುಕುಳ ,prajavani,1
45,ಪ್ಯಾರಾ ಟಿಟಿ: ಚಿನ್ನ ಗೆದ್ದ ಭಾವಿನಾ,prajavani,1
46,ಇದೇ 24ರಿಂದ ಸಿಯುಇಟಿ–ಯುಜಿ ಪರೀಕ್ಷೆ  ,prajavani,1
47,ಅತಿಕ್ರಮಣ ಜಾಗದಲ್ಲಿದ್ದವರಿಗೂ ಪರಿಹಾರ: ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ ಭರವಸೆ ,prajavani,1
48,ಶಿರಸಿ: ವಿಪತ್ತು ಪಡೆಯಿಂದ ಚಾವಣಿ ವ್ಯವಸ್ಥೆ ,prajavani,1
49,ಕೈಮಗ್ಗ ಸ್ಟಾರ್ಟಪ್ ಸವಾಲಿನಲ್ಲಿ ಭಾಗಿಯಾಗಲು ಯುವಕರಿಗೆ ಪ್ರಧಾನಿ ಕರೆ ,prajavani,1
50,Commonwealth Games ಟ್ರಿಪಲ್ ಜಂಪ್‌ನಲ್ಲಿ ಎರಡು ಪದಕ: ಭಾರತದ ಐತಿಹಾಸಿಕ ಸಾಧನೆ ,prajavani,1
51,"ಹಿಂದುತ್ವ, ಕಾರ್ಪೊರೆಟ್ ಅಕ್ರಮಕೂಟ ಸಂವಿಧಾನ ವಿರೋಧಿ ",prajavani,1
52,ಒಳನೋಟ ಪ್ರತಿಕ್ರಿಯೆಗಳು ,prajavani,1
53,ನನ್ನ ಧ್ವನಿಯನ್ನು ಅಡಗಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ: ನಟ ಪ್ರಕಾಶ್‌ ರಾಜ್‌ ,prajavani,1
54,ಕಾಮನ್‌ವೆಲ್ತ್‌ ಪದಕ ವಿಜೇತ ಗುರುರಾಜ ಪೂಜಾರಿಗೆ ಅದ್ಧೂರಿ ಸ್ವಾಗತ ,prajavani,1
55,ಬಬಲೇಶ್ವರ ಪಾಕಿಸ್ತಾನದಲ್ಲಿ ಇದೆಯಾ: ಸವದಿ ಪ್ರಶ್ನೆ ,prajavani,1
56,"ಅಯೋಧ್ಯೆಯಲ್ಲಿ ಅಕ್ರಮ ಭೂ ವ್ಯವಹಾರ: ಮೇಯರ್, ಬಿಜೆಪಿ ಶಾಸಕ ಭಾಗಿ ",prajavani,1
57,"ನೆರೆ ಪರಿಹಾರ ನೀಡದ್ದರೆ ಹೋರಾಟ: ಕಾಂಗ್ರೆಸ್‌ ಶಾಸಕ ಎಂ.ಬಿ.ಪಾಟೀಲ                              
                        ",prajavani,1
58,"ಪಾಕ್‌ನಲ್ಲಿ ಗುಂಡಿನ ದಾಳಿ: ನಾಲ್ವರ ಸಾವು                              
                        ",prajavani,1
59,"‘ಮಸಸ್ಸನ್ನು ಶುದ್ಧವಾಗಿಟ್ಟುಕೊಳ್ಳಬೇಕು’                              
                        ",prajavani,1
60,"Commonwealth Games: ಫೈನಲ್‌ಗೆ ಸಿಂಧು, ಸೇನ್‌; ಚಿನ್ನಕ್ಕೆ ಇನ್ನೊಂದೇ ಹೆಜ್ಜೆ                              
                        ",prajavani,1
61,"ಆ.15ರೊಳಗೆ ಮಹಾರಾಷ್ಟ್ರ ಸಚಿವ ಸಂಪುಟ ವಿಸ್ತರಣೆ: ಫಡಣವೀಸ್‌ಗೆ ಗೃಹ ಖಾತೆ                              
                        ",prajavani,1
62,"BiggBoss Kannada OTTಗೆ ಚಾಲನೆ: 16 ಸ್ಪರ್ಧಿಗಳ ಪೂರ್ಣ ಮಾಹಿತಿ ಇಲ್ಲಿದೆ                              
                        ",prajavani,1
63,"ಫೋಟೊ ಸ್ಪರ್ಧೆ ವಿಜೇತರಿಗೆ ಬಹುಮಾನ ವಿತರಣೆ                              
                        ",prajavani,1
64,"ವಿಜಯಪುರ: ರೇವಣಸಿದ್ದೇಶ್ವರ ಯೋಜನೆಗೆ ಶೀಘ್ರ ಮಂಜೂರಾತಿ                              
                        ",prajavani,1
65,"ಸೇನಾ ತಾಲೀಮು ಕೈಬಿಡಲು ಚೀನಾಗೆ ವಿವಿಧ ರಾಷ್ಟ್ರಗಳ ಆಗ್ರಹ                              
                        ",prajavani,1
66,"ಕಲೈಸೆಲ್ವಿ ಸಿಎಸ್‌ಐಆರ್‌ನ ಮೊದಲ ಮಹಿಳಾ ಮಹಾ ನಿರ್ದೇಶಕಿ                              
                        ",prajavani,1
67,"Commonwealth Games: ಬಾಕ್ಸರ್ ಅಮಿತ್ ಪಂಘಲ್, ನೀತೂ ಘಂಘಸ್‌ಗೆ ಚಿನ್ನ                              
                        ",prajavani,1
68,"ತೈಲ ಕಂಪನಿಗಳಿಗೆ ₹18,480 ಕೋಟಿ ನಷ್ಟ                              
                        ",prajavani,1
69,"ಎಸ್‌ಎಸ್‌ಎಲ್‌ವಿ–ಡಿ1ರ ಮೂಲಕ ಉಡಾವಣೆ ಮಾಡಿದ ಉಪಗ್ರಹಗಳ ಬಳಕೆ ಸಾಧ್ಯವಿಲ್ಲ: ಇಸ್ರೊ                              
                        ",prajavani,1
70,"ಕೆನಡಾ | 10 ಲಕ್ಷಕ್ಕೂ ಹೆಚ್ಚು ಹುದ್ದೆಗಳು ಖಾಲಿ: ಭಾರತೀಯರತ್ತ ಮುಖ ಮಾಡಿದ ಸರ್ಕಾರ                              
                        ",prajavani,1
71,"ಮಹಾರಾಷ್ಟ್ರ ಸಂಪುಟ ವಿಸ್ತರಣೆ: ಬಿಜೆಪಿ ಹೈಕಮಾಂಡ್ ಜೊತೆ ಶಿಂದೆ ಚರ್ಚೆ ಸಾಧ್ಯತೆ                              
                        ",prajavani,1
72,"ಸಂಸತ್ ನಿಷ್ಕ್ರಿಯವಾಗಿದೆ, ಪ್ರಜಾಪ್ರಭುತ್ವ ಏದುಸಿರು ಬಿಡುತ್ತಿದೆ: ಪಿ. ಚಿದಂಬರಂ                              
                        ",prajavani,1
73,"ಮೂಢನಂಬಿಕೆ: ದೆವ್ವ ಬಿಡಿಸಲು ಹೋಗಿ 5 ವರ್ಷದ ಮಗಳನ್ನು ಕೊಂದ ಪೋಷಕರು                              
                        ",prajavani,1
74,"ಟಿಟಿ ಸಿಂಗಲ್ಸ್: ಸೆಮಿಗೆ ಶರತ್, ಸತ್ಯನ್‌                              
                        ",prajavani,1
75,"₹4.50 ಕೋಟಿ ವೆಚ್ಚದ ಕಾಮಗಾರಿಗೆ ಚಾಲನೆ                              
                        ",prajavani,1
76,"13ರಂದು ಕಾಂಗ್ರೆಸ್ ಪಾದಯಾತ್ರೆ:ಶಿವರಾಜ ತಂಗಡಗಿ                              
                        ",prajavani,1
77,"ಆರೋಪ ಸಾಬೀತು; ಆರು ತಿಂಗಳು ಶಿಕ್ಷೆ                              
                        ",prajavani,1
78,"‘ಐಕ್ಯತೆ ಬೆಳೆಸುವುದೇ ಎನ್‌ಎಸ್‌ಎಸ್‌’                              
                        ",prajavani,1
79,"ಮುಸ್ಲಿಮರಿಲ್ಲದ ಊರಲ್ಲಿ ಮೊಹರಂ ಸಂಭ್ರಮ!                              
                        ",prajavani,1
80,"‘ಬರವಣಿಗೆಯ ಕೌಶಲ ಅರಿಯಲು ಅಧ್ಯಯನ ಅಗತ್ಯ’                              
                        ",prajavani,1
81,"ಯುವಕನ ಬಲಿ ಪಡೆದ ಹೆದ್ದಾರಿ ಹೊಂಡ                              
                        ",prajavani,1
82,"ಖರೀದಿ ಕೇಂದ್ರ ತೆರೆಯಲು ಪ್ರಸ್ತಾವ                              
                        ",prajavani,1
83,"ಇಲ್ಲಿದೆ ಹಿಂದೂಗಳೇ ಕಟ್ಟಿಸಿದ ದರ್ಗಾ                              
                        ",prajavani,1
84,"‘ಪ್ರಾಕೃತಿಕ ಅನಾಹುತ: ಸರ್ಕಾರಕ್ಕೆ ಪತ್ರ’                              
                        ",prajavani,1
85,"ಇಂದು ಕಡಲಿಗೆ ಇಳಿಯದಂತೆ ಸೂಚನೆ                              
                        ",prajavani,1
86,"ಎನ್‌ಐಟಿಕೆ ಸಂಸ್ಥಾಪನಾ ದಿನ: ಸನ್ಮಾನ                              
                        ",prajavani,1
87,"ಬೆಂಕಿ ವೀಕ್ಷಕರಿಗೆ ಸಿಕ್ಕಿಲ್ಲ ಪೂರ್ಣ ವೇತನ                              
                        ",prajavani,1
88,"ವಿಡಿಯೊ: ಪೊಲೀಸ್‌ ಠಾಣೆಯೊಳಗೆ ಹೆಡ್‌ ಕಾನ್‌ಸ್ಟೆಬಲ್‌ ಮೇಲೆ ಯುವಕರಿಂದ ಹಲ್ಲೆ                              
                        ",prajavani,1
89,"ಒಂದಡೆ ಪ್ರವಾಹದಿಂದ ತತ್ತರ– ಕೆಲವೆಡೆ ನೀರಿಗೂ ತತ್ವಾರ                              
                        ",prajavani,1
90,"ಜಲಾವೃತ ಪ್ರದೇಶಗಳಿಗೆ ಸಿಇಒ ಭೇಟಿ                              
                        ",prajavani,1
91,"ಸಂಸದರ ಜನ್ಮದಿನ: ಅಭಿಮಾನಿಗಳಿಂದ ಆಚರಣೆ                              
                        ",prajavani,1
92,"ಕೇಶ ವಿನ್ಯಾಸ ವಸ್ತು ಪ್ರದರ್ಶನಕ್ಕೆ ಚಾಲನೆ                              
                        ",prajavani,1
93,"ಪ್ರವಾಹ: ಇನ್ನೂ ಎರಡು ಎಸ್‌ಡಿಆರ್‌ಎಫ್ ತಂಡ                              
                        ",prajavani,1
94,"ರೇಷ್ಮೆ ನೂಲಿನಲ್ಲಿ ಮೂಡಿದ ಡಾ.ರಾಜ್‌, ಪುನೀತ್‌                              
                        ",prajavani,1
95,"ಹೋರಾಟದ ದಿಕ್ಕು ತಪ್ಪಿಸಿದ ಕೊಳ್ಳ ಸಂರಕ್ಷಣಾಸಮಿತಿ: ರವೀಂದ್ರ ನಾಯ್ಕ ಆರೋಪ                              
                        ",prajavani,1
96,"ವಿಶೇಷ ಕುಶಲಿಗಳ ಕೈಚಳಕ                              
                        ",prajavani,1
97,"ಸೋರುವ ಸೂರು ಅಜ್ಜನಿಗೆ ಆಸರೆ                              
                        ",prajavani,1
98,"‘ಕಸ್ತೂರಿ ರಂಗನ್ ವರದಿ: ಜನರನ್ನು ತಪ್ಪು ದಾರಿಗೆ ಎಳೆಯುತ್ತಿದ್ದಾರೆ’                              
                        ",prajavani,1
99,"ಕಾಫಿನಾಡಿನ ವಿವಿಧೆಡೆ ಮತ್ತೆ ಮಳೆ ಆರ್ಭಟ                              
                        ",prajavani,1
100,"ಶ್ರೀನಿವಾಸ ನೆಲೆಯ ಕನಕರಾಯನ ಗುಡ್ಡ                              
                        ",prajavani,1
101,"ತಿಂಗಳ ಸಂಬಳ ನೀಡಿದ ಪೊಲೀಸರು                              
                        ",prajavani,1
102,"ನೆಲ್ಲಿಬೀಡು: ಗದ್ದೆಯಲ್ಲಿ ಕಂದಕ                              
                        ",prajavani,1
103,"ನಿರಂತರ ಮಳೆ- ತಾಲ್ಲೂಕಿನಾದ್ಯಂತ 50 ಮನೆಗಳಿಗೆ ಹಾನಿ                              
                        ",prajavani,1
104,"‘ಕ್ಷೇತ್ರದ ಅಭಿವೃದ್ಧಿಗೆ ₹50 ಕೋಟಿ’                              
                        ",prajavani,1
105,"ಸಮಸ್ಯೆಗಳ ಸುಳಿಯೊಳಗೆ ಅನ್ನದಾತರು                              
                        ",prajavani,1
106,"ಕನ್ನಡ ಕಡೆಗಣನೆ ಕೈಗಾರಿಕಾ ಒಕ್ಕೂಟ: ಆಕ್ಷೇಪ                              
                        ",prajavani,1
107,"‘ಸ್ವಾತಂತ್ರ್ಯ ಗಳಿಸಿದ್ದು, ಉಳಿಸಿದ್ದು ಕಾಂಗ್ರೆಸ್‌’                              
                        ",prajavani,1
108,"ಭಕ್ತಿ–ಭಾವದ ಕಟ್ಟದಪ್ಪ, ಪೊಟ್ಟಪ್ಪ ಸೇವೆ                              
                        ",prajavani,1
109,"ಅಮೃತ ಮಹೋತ್ಸವ: ಕಾಂಗ್ರೆಸ್‌ನಿಂದ ಪಾದಯಾತ್ರೆ                              
                        ",prajavani,1
110,"ಶೇಖರ ನಾಯ್ಕ್ ಹೃದಯಾಘಾತದಿಂದ ಸಾವು.                               
                        ",prajavani,1
111,"ಸಮನ್ವಿ ಸಾವಿಗೆ ಹೃದಯಾಘಾತ ಕಾರಣ                              
                        ",prajavani,1
112,"ಉರುಳಿಬಿದ್ದ ಬಸ್‌: 20 ಜನರಿಗೆ ಗಾಯ                              
                        ",prajavani,1
113,"ಮರ ಕಡಿತಲೆ: ಪ್ರಕರಣ ‌ದಾಖಲು                              
                        ",prajavani,1
114,"ಸ್ಟಾಫ್‌ ನರ್ಸ್, ಸಿಬ್ಬಂದಿ ಅಮಾನತಿಗೆ ಶಿಫಾರಸು                              
                        ",prajavani,1
115,"ಇಚ್ಛಾಶಕ್ತಿ ಕೊರತೆ; ಮೇಲೇಳದ ಕೈಗಾರಿಕೋದ್ಯಮ                              
                        ",prajavani,1
116,"ಷೇರುದಾರ ಸ್ನೇಹಿ ಯೋಜನೆಗೆ ಒತ್ತು                              
                        ",prajavani,1
117,"‘ಜೆಡಿಎಸ್ ಸಂಘಟನೆ ಬಲಪಡಿಸಲು ಒತ್ತು’                              
                        ",prajavani,1
118,"ಭರ್ತಿಯತ್ತ ಲಿಂಗನಮಕ್ಕಿ ಜಲಾಶಯ                              
                        ",prajavani,1
119,"ಮೂರೂವರೆ ತಾಸಿನಲ್ಲಿ 18 ಸಾವಿರ ಕ್ಯುಸೆಕ್ ಒಳಹರಿವು ಹೆಚ್ಚಳ                              
                        ",prajavani,1
120,"ಆಕಾಶ ಏರ್ ಕಂಪನಿಯ ಮೊದಲ ವಿಮಾನ ಹಾರಾಟ: ಸಚಿವ ಜ್ಯೋತಿರಾದಿತ್ಯ ಸಿಂಧಿಯಾ ಚಾಲನೆ                              
                        ",prajavani,1
121,"ಸ್ಮಾರ್ಟ್ ಸಿಟಿ ಕಾಮಗಾರಿ ಕಳಪೆ: ಆರೋಪ                              
                        ",prajavani,1
122,"ನುಗ್ಗುವ ಮಳೆ ನೀರು: ತಪ್ಪದ ಗೋಳು                              
                        ",prajavani,1
123,"‘ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿ: ಪದವಿ ಅವಧಿ ಬದಲಾಗಿಲ್ಲ’                              
                        ",prajavani,1
124,"‘ಆಯುಷ್ ವಿ.ವಿ ಸ್ಥಾಪನೆಗೆ ಅಡ್ಡಿ ಸಲ್ಲ’                              
                        ",prajavani,1
125,"ಸರ್ಕಾರಿ ಶಾಲೆಯಲ್ಲಿ ಹೈಟೆಕ್ ಶೌಚಾಲಯ                              
                        ",prajavani,1
126,"ದ್ವೀಪದ ಸಂಪರ್ಕಕ್ಕೆ ಕಬ್ಬಿಣದ ಕಾಲುಸಂಕ                              
                        ",prajavani,1
127,"ಹೈಟೆನ್ಷನ್‌ ವೈರ್‌ ಇದ್ದಲ್ಲಿ ಡೋರ್‌ ನಂಬರ್‌ಗೆ ಆಕ್ಷೇಪ                              
                        ",prajavani,1
128,"ಸಿದ್ದರಾಮಯ್ಯ ಅಮೃತಮಹೋತ್ಸವ ಮುಂದಿನ ಚುನಾವಣೆಗೆ ದಿಕ್ಸೂಚಿ: ಎಸ್‌ಎಸ್‌ಎಂ                              
                        ",prajavani,1
129,"‘ಉತ್ತಮ ಆರೋಗ್ಯ ಕಾಪಾಡಿಕೊಳ್ಳಿ’                              
                        ",prajavani,1
130,"ಒಡಿಯೂರು ಶ್ರೀಗಳ ಜನ್ಮದಿನೋತ್ಸವ, ಗ್ರಾಮೋತ್ಸವ, ಗುರುವಂದನ ನಾಳೆಯಿಂದ                              
                        ",prajavani,1
131,"ಬಂಟ್ವಾಳ: ಮಳೆಗೆ ಸೋರುತ್ತಿದೆ ರೈಲ್ವೆ ನಿಲ್ದಾಣದ ಹೈಟೆಕ್ ಶೆಲ್ಟರ್‌                              
                        ",prajavani,1
132,"ಸುಬ್ರಹ್ಮಣ್ಯ: ಸಂಘಸಂಸ್ಥೆ, ಸ್ಥಳೀಯರಿಂದ ಸಂಪರ್ಕ ಬೆಸೆಯುವ ಕಾರ್ಯ                              
                        ",prajavani,1
133,"ಗೌರಸಮುದ್ರ ಜಾತ್ರೆಯೊಳಗೆ ಸಜ್ಜಾಗುವವೇ ರಸ್ತೆಗಳು?                              
                        ",prajavani,1
134,"40 ವರ್ಷಗಳ ನಂತರ ಕೋಡಿ ಬಿದ್ದ ಕ್ಯಾದಿಗುಂಟೆ ಕೆರೆ                              
                        ",prajavani,1
135,"ಕಲಾವಿದರನ್ನು ಗುರುತಿಸುವ ಕಾರ್ಯ ನಿರಂತರವಾಗಲಿ: ನಟ ಸುಚೇಂದ್ರ ಪ್ರಸಾದ್                              
                        ",prajavani,1
136,"ಮೊಳಗಲಿದೆ ಸ್ವಾತಂತ್ರ್ಯೋತ್ಸವದ ಕಹಳೆ                              
                        ",prajavani,1
137,"ವಿದ್ಯುತ್‌ ಕಾರಿಡಾರ್‌ ಪರಿಹಾರಕ್ಕೆ ಆಗ್ರಹಿಸಿ ರೈತರ ಪ್ರತಿಭಟನೆ                              
                        ",prajavani,1
138,"ರೈತ ಮುಖಂಡರ ಬಂಧನ, ಬಿಡುಗಡೆ                              
                        ",prajavani,1
139,"‘ಚಿಮುಲ್; ನಾವು 2024ರವರೆಗೆ ನಿರ್ದೇಶಕರು’                              
                        ",prajavani,1
140,"ಜಲಾಶಯ ತುಂಬಿದಲ್ಲಿ ಪ್ರವಾಹ ಸಾಧ್ಯತೆ                              
                        ",prajavani,1
141,"ರೈತರ ಮೇಲಿನ ಗೋಲಿಬಾರ್‌ಗೆ 42 ವರ್ಷ                              
                        ",prajavani,1
142,"ತುಂಗ–ಭದ್ರಾ ನದಿಯಲ್ಲಿ ಹೆಚ್ಚಿದ ನೀರು: ಮತ್ತೆ ಪ್ರವಾಹದ ಆತಂಕ                              
                        ",prajavani,1
143,"ಶಿಕ್ಷಕರ ಇಚ್ಛಾಶಕ್ತಿ: ಮಾದರಿಯಾದ ಸರ್ಕಾರಿ ಶಾಲೆ                              
                        ",prajavani,1
144,"ಬಂಧನಕ್ಕೂ ಮುನ್ನ ಪಿಎಸ್‌ಐ ಅಣಕು ಪರೀಕ್ಷೆ!                              
                        ",prajavani,1
145,"ಇಸ್ರೊ | ಸಣ್ಣ ಉಪಗ್ರಹ ಉಡಾವಣೆ: ಕೊನೆ ಹಂತದಲ್ಲಿ ದತ್ತಾಂಶ ನಷ್ಟ                              
                        ",prajavani,1
146,"ಮಥುರ: ಅಂಗನವಾಡಿ ಕಾರ್ಯಕರ್ತೆ ಉದ್ಯೋಗಾಕಾಂಕ್ಷಿ ಮೇಲೆ ಸಾಮೂಹಿಕ ಅತ್ಯಾಚಾರ                              
                        ",prajavani,1
147,"ಸುಲಿಗೆ, ಮನೆ, ವಾಹನ ಕಳವು: ಮೂವರು ಆರೋಪಿಗಳ ಬಂಧನ                              
                        ",prajavani,1
148,"ವಿಪಕ್ಷಗಳ ಪೈಕಿ ಕೆಲವು ಬಿಜೆಪಿಗೆ ಬೆಂಬಲಿಸಿದ್ದು ದುರದೃಷ್ಟಕರ: ಮಾರ್ಗರೆಟ್‌ ಆಳ್ವ                              
                        ",prajavani,1
149,"ಗಾಜಾದಲ್ಲಿ ಇಸ್ರೇಲ್‌ ವೈಮಾನಿಕ ದಾಳಿ: ಮೃತರ ಸಂಖ್ಯೆ 24ಕ್ಕೆ ಏರಿಕೆ                              
                        ",prajavani,1
150,"ಇಸ್ರೊ ಚೊಚ್ಚಲ ಎಸ್‌ಎಸ್‌ಎಲ್‌ವಿ ನೌಕೆ ಉಡಾವಣೆಗೆ ಕ್ಷಣಗಣನೆ ಆರಂಭ                              
                        ",prajavani,1
