,news,source,label
49, ತಹಸಿಲ್ದಾರ್ ಸಭೆಯಲ್ಲಿ ಗೊರಕೆ ಹೊಡೆದ ಅಧಿಕಾರಿಗಳು!,news18,1
50, ಪೋಷಕರೇ ಎಚ್ಚರ! ನಿಮ್ಮ ಮಕ್ಕಳು ಹೊರಗೆ ಹೋಗಿ ಆಟವಾಡ್ತಿಲ್ಲ ಅಂದ್ರೆ ಈ ಎಲ್ಲಾ ಆರೋಗ್ಯ ಸಮಸ್ಯೆ ಕಾಡೋದು ಗ್ಯಾರಂಟಿ!,news18,1
51, ಸ್ಮಶಾನಕ್ಕೆ ಹೋಗಲು ರಸ್ತೆಯೇ ಇಲ್ಲ; ನೀರಿನಲ್ಲೇ ಶವ ಹೊತ್ತು ಸಾಗಿದ ಗ್ರಾಮಸ್ಥರು!,news18,1
52," ಆಸರೆಯಿಲ್ಲದ ಮೂಕ ಪ್ರಾಣಿಗಳಿಗೆ ಸಿಕ್ತು ಪ್ರೀತಿ, ದೇಸಿ ನಾಯಿ ದತ್ತು ಪಡೆಯಲು ಜನರ ಆಸಕ್ತಿ",news18,1
53," 35 ಲಕ್ಷದ ವಿಮೆ ಮಾಡಿಸಿ, 5 ಲಕ್ಷಕ್ಕೆ ಸುಪಾರಿ",news18,1
54, ಮದ್ವೆಯಾದ ತಕ್ಷಣ ಅಂಚೆ ಕಚೇರಿಯ ಈ ಯೋಜನೆ ತೆಗೆದುಕೊಳ್ಳಿ,news18,1
55, ಯುಗಾಂತರ ಧಾರಾವಾಹಿಯ ನಟನಟಿಯರನ್ನ ಭೇಟಿಯಾಗ್ಬೇಕಾ? ಈ ಪ್ರೋಗ್ರಾಂಗೆ ಹೋಗಿ - ಎಲ್ಲಿ? ಯಾವತ್ತು? ಡೀಟೆಲ್ಸ್ ಇಲ್ಲಿದೆ,news18,1
56," ಕೋಟೆನಾಡಿನ ಮನೆಗಳಲ್ಲಿ ಹಾರಾಡಲಿದೆ ರಾಷ್ಟ್ರಧ್ವಜ, ಹರ್ ಘರ್ ತಿರಂಗಾ ಅಭಿಯಾನಕ್ಕೆ ಸಿದ್ಧತೆ",news18,1
57,"Tattoo ಹಾಕಿಸಿಕೊಳ್ಳೋರೇ ಎಚ್ಚರ, ಟ್ಯಾಟೂ ಹಾಕಿಸಿಕೊಂಡ ಇಬ್ಬರಿಗೆ ಎಚ್​ಐವಿ ಸೋಂಕು!",news18,1
58," ವಯಸ್ಸು 25-30, ಕಾಡುತ್ತಿರೋ ಮುಖದ ಸುಕ್ಕು ಹೋಗೋಕೆ ಇಲ್ಲಿದೆ ಟಿಪ್ಸ್​",news18,1
59, ಭಾನುವಾರವೇ ಸಾರ್ವತ್ರಿಕ ರಜೆ ಇರುವುದೇಕೆ? ಸಂಡೆ ಫನ್‌ ಡೇ ಏನಿದರ ವಿಶೇಷತೆ?,news18,1
60," ಇಂದಿನಿಂದ ಮಹತ್ವದ ಬದಲಾವಣೆ, 25 ದಿನಗಳೊಳಗೆ 4 ರಾಶಿಯವರಿಗೆ ಅದೃಷ್ಟ",news18,1
61," ನಾನು ಸಿಗರೇಟ್ ಸೇದುತ್ತೇನೆ, ತಪ್ಪೇನು? ಬಿಗ್​ಬಾಸ್​ ಮನೆಯಲ್ಲಿ ಸೋನು ಗೌಡ ಪ್ರಶ್ನೆ",news18,1
62," ಈ ಕುಟುಂಬದಲ್ಲಿ ಮೂವರು ಐಎಎಸ್, ಒಬ್ಬರು ಐಪಿಎಸ್! ಇವರ ಕಥೆ ಇಂಟ್ರೆಸ್ಟಿಂಗ್",news18,1
63, ಬದುಕು ಸಾಗಿಸಲು ಭಿಕ್ಷೆ ಬೇಡಿದ್ರಂತೆ ಈ ನಟ! ಬಿಗ್​ ಬಾಸ್​ ಸ್ಪರ್ಧಿಯ ರಿಯಲ್​ ಲೈಫ್​ ಸ್ಟೋರಿ ಕೇಳಿದ್ರೆ ಕಣ್ಣೀರು ಬರುತ್ತೆ,news18,1
64, ಮಕ್ಕಳಿಗಾಗಿ ಸರಳ ಮತ್ತು ಉಪಯುಕ್ತ ಆರೋಗ್ಯ ಸಲಹೆಗಳು!,news18,1
65, ಸಿದ್ದರಾಮೋತ್ಸವ ಬಳಿಕ ಅಖಾಡಕ್ಕಿಳಿದ ಅಣ್ತಮ್ಮಾಸ್! ಒಂದೇ ಕಲ್ಲಿಗೆ 2 ಹಕ್ಕಿ,news18,1
66, ದೆಹಲಿಯಲ್ಲಿ ನೀವು ಭೇಟಿ ಕೊಡಲೇಬೇಕಾದ ಪ್ರವಾಸಿ ಸ್ಥಳಗಳು ಯಾವುದು ಗೊತ್ತೇ? ಇಲ್ಲಿದೆ ಸಂಪೂರ್ಣ ಮಾಹಿತಿ,news18,1
67, ಅನಿವಾಸಿ  ಭಾರತೀಯರಿಗೆ ಗುಡ್ ನ್ಯೂಸ್ ನೀಡಿದ RBI,news18,1
68,ಸ್ಟಾರ್ಟ್​ಅಪ್​ Repos Energy ಅದೃಷ್ಟವನ್ನೇ ಬದಲಾಯಿಸಿತು ರತನ್​ ಟಾಟಾರ ಆ ಒಂದು ಫೋನ್​ ಕಾಲ್!,news18,1
69," ಬಿಗ್​ಬಾಸ್​ ಮನೆಗೆ ಹೋಗಿಲ್ಲ ಕಾಫಿನಾಡು ಚಂದು, ಕಾಯ್ತಿದ್ದ ಫ್ಯಾನ್ಸ್​ಗೆ ನಿರಾಸೆ",news18,1
70, ತನ್ನ ಮದುವೆ ಊಟಕ್ಕೆ ಅತಿಥಿಗಳಿಂದ ದುಡ್ಡು ಕೇಳಿದ ವಧು! ಬಂದವರೆಲ್ಲ ಶಾಕ್,news18,1
71," ಒಂಟಿ ಮನೆಯಲ್ಲಿ 16 ಮಂದಿ ಲಾಕ್​, ಇಲ್ಲಿದೆ ನೋಡಿ ಫೋಟೋಸ್​",news18,1
72," ಹಸುಗಳ ಕೆಚ್ಚಲು ಕಚ್ಚಿ ವಿಕೃತಿ, ಸೈಕೋಪಾಥ್ ಅರೆಸ್ಟ್!",news18,1
73, ರಾಮಾಯಣ ಕ್ವಿಝ್​ನಲ್ಲಿ ಮುಸ್ಲಿಂ ಯುವಕರೇ ಟಾಪರ್ಸ್!,news18,1
74, ಮಲೈಕಾ ಅರೋರಾ ಇವರನ್ನೇ ಲೈಫ್​ಲೈನ್​ ಎಂದು ಪರಿಗಣಿಸಿದ್ದಾರಂತೆ! ಹಾಗಿದ್ರೆ ಅರ್ಜುನ್​ ಕಪೂರ್​?,news18,1
75," ಬಾಹ್ಯಾಕಾಶದಲ್ಲಿ ಇಸ್ರೊ ಮತ್ತೊಂದು ಮೈಲಿಗಲ್ಲು, ನಭಕ್ಕೆ ಸೇರಿತು ವಿದ್ಯಾರ್ಥಿಗಳೇ ರೂಪಿಸಿದ ಉಪಗ್ರಹ!",news18,1
76, ಆಟಿಯ ಕೆಸರಡೊಂಜಿ ದಿನ,news18,1
77,Momo ತಯಾರಿಸಲು ಬರೀ ಅರ್ಧ ಗಂಟೆ ಸಾಕು! ನೀವೂ ಟ್ರೈ ಮಾಡಿ ನೋಡಿ,news18,1
78, ಅತ್ಯಾಚಾರಿಗಳಿಗೆ ಗಲ್ಲು ವಿಧಿಸುವುದರಿಂದ ರೇಪ್​ ಬಳಿಕದ ಕೊಲೆ ಪ್ರಕರಣ ಹೆಚ್ಚಳ,news18,1
79, ಕೇವಲ 15 ದಿನಗಳಲ್ಲಿ ಕೋಟಿ ಕೋಟಿ ಲಾಭ ನೀಡಿದ ಷೇರುಗಳು; ಶೇ.32 ಸಾವಿರದಷ್ಟು ರಿಟರ್ನ್,news18,1
80, ಜನಸಂಖ್ಯೆಯಲ್ಲಿ ಚೀನಾ ಮೀರಿಸಲಿದೆ ಭಾರತ! ಸಬ್ಸಿಡಿ ವ್ಯವಸ್ಥೆಯೇ ಸವಾಲಾಗುತ್ತಾ?,news18,1
81," ಭರ್ತಿಯಾಗುತ್ತಿದೆ ಕೆಆರ್​ಎಸ್​, ಪ್ರಮುಖ ಜಲಾಶಯಗಳ ಇಂದಿನ ನೀರಿನ ಮಟ್ಟ ಇಲ್ಲಿದೆ",news18,1
82, ಕೆಪಿಟಿಸಿಎಲ್ ಪರೀಕ್ಷಾ ಕೊಠಡಿ ಹೊಕ್ಕುವ ಮುನ್ನ ಈ ವಸ್ತುಗಳನ್ನು ಹೊರಗಿಡಿ; ಕಲಬುರಗಿಯಲ್ಲಿ ಬಿಗಿ ಬಂದೋಬಸ್ತ್,news18,1
83," ಮಣಿಪುರದಲ್ಲಿ ಕೋಮು ಗಲಭೆ, ಉದ್ವಿಗ್ನ ಪರಿಸ್ಥಿತಿ, 5 ದಿನಗಳವರೆಗೆ ಇಂಟರ್ನೆಟ್ ಸ್ಥಗಿತ!",news18,1
84," ಬಿಗ್​ಬಾಸ್​ ​ಮನೆ ಒಳಗೆ ರೋಡೀಸ್​ ಜೋಡಿ, ಜಶ್ವಂತ್ - ನಂದು ಮಾಡ್ತಾರಾ ಮೋಡಿ?",news18,1
85," ಅರಮನೆಯತ್ತ ಗಜಪಡೆ, ದಸರಾ ಸಂಭ್ರಮ ಶುರು",news18,1
86," ಅಬ್ಬಾ, ಎಷ್ಟು ಉದ್ದದ ಸ್ಯಾಂಡ್ವಿಚ್ ಇದು! ವಿಶ್ವ ದಾಖಲೆ ಬರೆದ ಪ್ರಸಿದ್ಧ ತಿನಿಸು ಇಲ್ಲಿದೆ ನೋಡಿ",news18,1
87, 10 ಭಾರತೀಯ ಭಾಷೆಗಳಲ್ಲಿ ನಿಮ್ಮ ಸ್ನೇಹಿತರಿಗೆ 'ಹ್ಯಾಪಿ ಫ್ರೆಂಡ್‍ಶಿಪ್ ಡೇ' ವಿಶ್ ಮಾಡುವುದು ಹೇಗೆ?,news18,1
88, ರಸ್ತೆ ಅಪಘಾತದಲ್ಲಿ ಹೊತ್ತಿ ಉರಿದ ಕಾರು! ಸುಟ್ಟ ಗಾಯಗಳೊಂದಿಗೆ ಆಸ್ಪತ್ರೆ ಸೇರಿದ ನಟಿ!,news18,1
89, ಆಭರಣ ಪ್ರಿಯರಿಗೆ ಇಂದೇ ನಿಜವಾದ ವರಮಹಾಲಕ್ಷ್ಮೀ ಹಬ್ಬ! ಅದ್ಯಾಕೆ ಅನ್ನೋ ಮಾಹಿತಿ ಇಲ್ಲಿದೆ ಓದಿ,news18,1
90," ಸಂಡೇ ಗುಡ್​ನ್ಯೂಸ್, 17 ಜಿಲ್ಲೆಗಳಲ್ಲಿ ಪೆಟ್ರೋಲ್ ಬೆಲೆ ಇಳಿಕೆ",news18,1
91," ದಾವಣಗೆರೆಯಲ್ಲಿ ಲೇಟ್​ನೈಟ್ ಪಾರ್ಟಿ, ಈದ್ಗಾ ಮೈದಾನ ಸರ್ಕಾರದ್ದು, ರೆಡ್ ಅಲರ್ಟ್; ಬೆಳಗಿನ ಟಾಪ್ ನ್ಯೂಸ್",news18,1
92," ನಟನೆ, ರಾಜಕೀಯದಿಂದ ಈಗ ಬಿಗ್​ಬಾಸ್​ಗೆ ಬಂದ ಅರ್ಜುನ್ - ಟ್ರೋಫಿ ಗೆಲ್ತಾರಾ ನಟ?",news18,1
93," ಅತ್ತೆ ಮನೆಯವರಿಗೆ ಗಂಡು ಮಗು ಬೇಕಿತ್ತು, ಹೆಣ್ಮಕ್ಕಳಾದವು",news18,1
94," ರಾತ್ರಿ 2ರವರೆಗೂ ಯುವಕ, ಯುವತಿಯರ ಲೇಟ್ ನೈಟ್ ಪಾರ್ಟಿ; ಇಲ್ಲಿ ಜೋಡಿಗಳಿಗೆ ಮಾತ್ರ ಎಂಟ್ರಿ",news18,1
95," ಸಿದ್ದರಾಮಯ್ಯ ವಯಸ್ಸು 73, 74 ಅಥವಾ 75? ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮಗಳಲ್ಲೀಗ ಹೊಸ ಚರ್ಚೆ!",news18,1
96, ಮಲೆನಾಡ ಸುಂದರಿ ಸ್ಫೂರ್ತಿಗೆ ಸಿಗುತ್ತಾ ಬಿಗ್​ಬಾಸ್​ ಮನೆ ಒಳಗೆ ಕೀರ್ತಿ? ನಟಿಯ ಲೈಫ್​ ಜರ್ನಿ ಇಲ್ಲಿದೆ,news18,1
97,  ಮಕ್ಕಳಿಗೆ ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಪು ಖರೀದಿಸಬೇಕಾ? ಇಲ್ಲಿದೆ ನೋಡಿ ಬೆಸ್ಟ್ ಕಲೆಕ್ಷನ್,news18,1
98, ಮೇಯರ್ ಚುನಾವಣೆ ವಿಳಂಬ! ಬಿಜೆಪಿ ಶಾಸಕರಿಗೆ ಗೌನ್ ಗಿಫ್ಟ್ ಕೊಡ್ತೀವಿ ಎಂದ ಸತೀಶ್ ಜಾರಕಿಹೊಳಿ,news18,1
99, ವಕ್ಫ್ ಬೋರ್ಡ್ ಅರ್ಜಿ ವಜಾ; ಈದ್ಗಾ ಮೈದಾನ ಸರ್ಕಾರದ ಆಸ್ತಿ ಎಂದು ಆದೇಶ,news18,1
100," ದಯಮಾಡಿ ಬಿಜೆಪಿ, ಜೆಡಿಎಸ್​ಗೆ ಮತ ಹಾಕಬೇಡಿ ಎಂದ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದರಾಮಯ್ಯ",news18,1
101," ರಾಮನಗರ ಜಿಲ್ಲೆಯಲ್ಲಿ ಅತಿವೃಷ್ಟಿ, ರೈತರ ಜಮೀನಿನಲ್ಲೇ ಏಕಾಏಕಿ ಹಳ್ಳ ಸೃಷ್ಟಿ!",news18,1
102, ಸದ್ಯ ಸೋಶಿಯಲ್ ಮೀಡಿಯಾ ತುಂಬಾ ಚಾಲ್ತಿಯಲ್ಲಿರೋದು ಈ ಸೂಚನಾ ಫಲಕ,news18,1
103, ಸಂಪರ್ಕವಿಲ್ಲದ ಕುಗ್ರಾಮಕ್ಕೆ ಒಂದೇ ದಿನದಲ್ಲಿ ಸೇತುವೆ ನಿರ್ಮಿಸಿದ ಸೇವಾ ಭಾರತಿ ಸಮಿತಿ,news18,1
104," ಕರ್ಕಾಟಕ ರಾಶಿಗೆ ಶುಕ್ರನ ಪ್ರವೇಶ, ಯಾರಿಗೆ ಲಾಭ? ಯಾರಿಗೆ ದೋಷ? ಇಲ್ಲಿದೆ ವಾರ ಭವಿಷ್ಯ",news18,1
105, ಬೆಡ್ ರೂಮ್​ಗೆ ಬಂದ ಭಯಾನಕ ಬ್ಲ್ಯಾಕ್ ಮಾಂಬಾ! ಮನೆಮಂದಿ ಶಾಕ್,news18,1
106, 7 ವರ್ಷಗಳಲ್ಲಿ ಫಸ್ಟ್​ ಟೈಂ ಕೆಲಸಕ್ಕೆ ಲೇಟಾಗಿ ಬಂದವನಿಗೆ ಕಂಪನಿ ಕಠಿಣ ಶಿಕ್ಷೆ,news18,1
107, ಇಂದು ರಾಜ್ಯದ ಕರಾವಳಿ ಭಾಗಕ್ಕೆ ರೆಡ್ ಅಲರ್ಟ್ ; ಮುಂದಿನ ನಾಲ್ಕು ದಿನ ಮಳೆ ಅಬ್ಬರ,news18,1
108," ಪಿತ್ತ, ಕಫ ಸಮಸ್ಯೆ ನಿವಾರಣೆಗೆ ಮೆಂತ್ಯ ಬೀಜಗಳನ್ನು ಹೀಗೆ ಬಳಸಿದರೆ ಉತ್ತಮ!",news18,1
109, ಫಲಪುಷ್ಪ ಪ್ರದರ್ಶನ ನೋಡಲು ಲಾಲ್​ಬಾಗ್‍ಗೆ ಬರುತ್ತಿರುವ ಜನ; ಫೋಟೋಗಳಲ್ಲಿ ನೋಡಿ,news18,1
